Gene name,Mouse gene name,Mouse homology type
lbx1a,Lbx2,ortholog_many2many
lbx1a,Lbx1,ortholog_many2many
trim71,Trim71,ortholog_one2one
cpsf6,Cpsf6,ortholog_one2one
clcn7,Clcn7,ortholog_one2one
usp9,Usp9y,ortholog_one2many
usp9,Usp9x,ortholog_one2many
ubb,Ubc,ortholog_one2one
id4,Id4,ortholog_one2one
sinhcaf,Sinhcaf,ortholog_one2one
fuca1.1,Fuca1,ortholog_one2many
sdhaf4,Sdhaf4,ortholog_one2one
hoxb13a,Hoxb13,ortholog_one2one
TTC9,Ttc9,ortholog_one2one
lrpap1,Lrpap1,ortholog_one2one
rbms3,Rbms3,ortholog_one2one
tcf20,Tcf20,ortholog_one2many
tcf20,Zfp957,ortholog_one2many
chd2,Chd2,ortholog_one2one
st6gal2a,St6gal2,ortholog_one2many
zgc:85936,Ankle1,ortholog_one2one
cnot9,Cnot9,ortholog_one2one
alas1,Alas1,ortholog_one2one
polr1b,Polr1b,ortholog_one2one
parvab,Parva,ortholog_one2many
lectin,Reg1,ortholog_many2many
lectin,Reg2,ortholog_many2many
amy2a,Amy2a4,ortholog_one2many
amy2a,Amy2a3,ortholog_one2many
amy2a,Amy2a2,ortholog_one2many
amy2a,Amy2a1,ortholog_one2many
amy2a,Amy2a5,ortholog_one2many
rgs8,Rgs8,ortholog_one2many
rgs8,Rgs16,ortholog_one2many
slc35e3,Slc35e3,ortholog_one2one
zgc:172065,Septin14,ortholog_many2many
il10rb,Ifnar1,ortholog_one2one
smc4,Smc4,ortholog_one2one
sdcbp,Sdcbp2,ortholog_many2many
syt6b,Syt6,ortholog_one2many
tas1r2.2,Tas1r2,ortholog_one2many
chaf1a,Chaf1a,ortholog_one2one
ddt,Ddt,ortholog_many2many
lyrm9,Lyrm9,ortholog_one2one
hmgcrb,Hmgcr,ortholog_one2many
ccdc151,Odad3,ortholog_one2one
acbd3,Acbd3,ortholog_one2many
zgc:152968,Aen,ortholog_many2many
si:dkey-78a14.4,Nat3,ortholog_many2many
si:dkey-78a14.4,Nat1,ortholog_many2many
si:dkey-78a14.4,Nat2,ortholog_many2many
zgc:171517,Qdpr,ortholog_one2many
alox5a,Alox5,ortholog_one2many
epha4a,Epha4,ortholog_one2many
mtap,Mtap,ortholog_one2one
tmem51b,Tmem51,ortholog_one2many
cdca4,Cdca4,ortholog_one2one
ntn1a,Ntn1,ortholog_one2many
myh9b,Myh9,ortholog_one2many
pan3,Pan3,ortholog_one2one
fam8a1a,Fam8a1,ortholog_one2many
lysmd4,Lysmd4,ortholog_one2one
eef2a.2,Eif5b,ortholog_many2many
eef2a.2,Gspt2,ortholog_many2many
pdca,Pdc,ortholog_one2many
e2f8,E2f8,ortholog_one2one
cyp26a1,Cyp26a1,ortholog_one2one
lrrc10,Lrrc10,ortholog_one2one
elp2,Elp2,ortholog_one2one
si:ch211-161c3.6,Hmga1,ortholog_one2many
si:ch211-161c3.6,Hmga1b,ortholog_one2many
rbm39a,Rbm39,ortholog_one2many
snx9a,Snx9,ortholog_one2many
lig1,Lig1,ortholog_one2one
cnsta,Cnst,ortholog_one2many
slc22a2,Slc22a2,ortholog_one2one
znf385b,Zfp385b,ortholog_one2one
chmp4c,Chmp4c,ortholog_one2one
slc38a3a,Slc38a3,ortholog_one2many
slc5a5,Slc5a5,ortholog_one2one
dipk1aa,Dipk1a,ortholog_one2many
slc30a5,Slc30a5,ortholog_one2one
LRRC75A,Lrrc75a,ortholog_one2one
kif3b,Kif3b,ortholog_one2one
armc8,Armc8,ortholog_one2one
gpr108,Gpr108,ortholog_one2one
tmcc2,Tmcc2,ortholog_one2one
morn4,Morn4,ortholog_one2one
cdk7,Cdk7,ortholog_one2one
zdhhc13,Zdhhc13,ortholog_one2one
si:ch1073-110a20.1,Mfap4,ortholog_one2many
tbcela,Tbcel,ortholog_one2many
smyd2a,Smyd2,ortholog_one2one
smek1,Ppp4r3a,ortholog_one2one
pcnx4,Pcnx4,ortholog_one2one
ptprnb,Ptprn,ortholog_one2many
wdfy3,Wdfy3,ortholog_one2one
ank3a,Ank3,ortholog_one2one
cntrl,Cntrl,ortholog_one2one
arl14ep,Arl14ep,ortholog_one2one
si:ch1073-110a20.3,Mfap4,ortholog_one2many
rab11a,Rab11a,ortholog_one2one
rbp3,Rbp3,ortholog_one2many
cnr1,Cnr1,ortholog_one2one
si:ch211-173n18.3,Tmt1a2,ortholog_many2many
si:ch211-173n18.3,Tmt1a,ortholog_many2many
si:ch211-173n18.3,Tmt1a3,ortholog_many2many
wdr78,Dnai4,ortholog_one2one
gdpd5b,Gdpd5,ortholog_one2many
malb,Mal,ortholog_one2many
prtgb,Prtg,ortholog_one2many
chchd2,Chchd2,ortholog_one2one
sult1st4,Sult2a7,ortholog_many2many
sult1st4,Sult2a6,ortholog_many2many
sult1st4,Sult2a2,ortholog_many2many
sult1st4,Sult2a3,ortholog_many2many
sult1st4,Sult2a1,ortholog_many2many
sult1st4,Sult2a8,ortholog_many2many
sult1st4,Sult2a5,ortholog_many2many
sult1st4,Sult2a4,ortholog_many2many
sult1st4,Sult1e1,ortholog_many2many
sult1st4,Sult1a1,ortholog_many2many
tmem30b,Tmem30b,ortholog_one2one
rad21b,Rad21,ortholog_one2many
ifitm5,Ifitm5,ortholog_one2one
si:dkey-84o3.3,Htra2,ortholog_one2many
acot22,Acot4,ortholog_many2many
acot22,Acot1,ortholog_many2many
acot22,Acot2,ortholog_many2many
acot22,Acot6,ortholog_many2many
acot22,Acot5,ortholog_many2many
acot22,Acnat2,ortholog_many2many
acot22,Baat,ortholog_many2many
acot22,Acot3,ortholog_many2many
acot22,Acnat1,ortholog_many2many
mrps33,Mrps33,ortholog_one2one
abhd8b,Abhd8,ortholog_one2many
cables1,Cables1,ortholog_one2one
mbtps2,Mbtps2,ortholog_one2one
gpr137,Gpr137,ortholog_one2one
med22,Med22,ortholog_one2one
vdac2,Vdac2,ortholog_one2one
dnpep,Dnpep,ortholog_one2one
si:ch73-368j24.12,H1f5,ortholog_one2one
abca1a,Abca1,ortholog_one2many
parp2,Parp2,ortholog_one2one
rnf19b,Rnf19b,ortholog_one2one
tspan11,Tspan11,ortholog_one2one
adipor2,Adipor2,ortholog_one2one
ddi2,Ddi1,ortholog_one2one
prkra,Prkra,ortholog_one2one
kcnk1b,Kcnk1,ortholog_one2many
corin,Corin,ortholog_one2one
anxa5b,Anxa5,ortholog_one2many
ksr2,Ksr2,ortholog_one2one
fzd3a,Fzd3,ortholog_one2many
si:ch211-153a8.4,Haus8,ortholog_one2one
hao1,Hao1,ortholog_one2one
cpsf1,Cpsf1,ortholog_one2one
mark3b,Mark3,ortholog_one2many
mlh3,Mlh3,ortholog_one2one
arhgap29a,Arhgap29,ortholog_one2many
si:ch73-269m23.5,Gltpd2,ortholog_many2many
si:ch73-269m23.5,Cptp,ortholog_many2many
wdr6,Wdr6,ortholog_one2one
med25,Med25,ortholog_one2many
med25,Ptov1,ortholog_one2many
btaf1,Btaf1,ortholog_one2one
mppe1,Mppe1,ortholog_one2one
cdh31,Cdh3,ortholog_one2many
elp1,Elp1,ortholog_one2one
ccdc28a,Ccdc28a,ortholog_one2one
snap23.2,Snap23,ortholog_one2many
paxip1,Paxip1,ortholog_one2one
paqr3b,Paqr3,ortholog_one2many
barx2,Barx2,ortholog_one2one
mthfr,Mthfr,ortholog_one2one
gramd1a,Gramd1a,ortholog_one2one
mrps11,Mrps11,ortholog_one2one
si:ch211-241e1.3,Lama3,ortholog_one2many
mrpl37,Mrpl37,ortholog_one2one
nrros,Nrros,ortholog_one2one
rassf2a,Rassf2,ortholog_one2many
cmah,Cmah,ortholog_one2one
copz2,Copz2,ortholog_one2one
SERP1,Serp1,ortholog_one2one
sult6b1,Sult6b1,ortholog_one2one
ankrd10b,Ankrd10,ortholog_one2many
ubxn1,Ubxn1,ortholog_one2one
noxa1,Noxa1,ortholog_one2one
bora,Bora,ortholog_one2one
ppih,Ppih,ortholog_one2many
ppih,Ppihl,ortholog_one2many
rpain,Rpain,ortholog_one2one
flot1b,Flot1,ortholog_one2many
sgf29,Sgf29,ortholog_one2one
terb2,Terb2,ortholog_one2one
plscr3b,Plscr4,ortholog_many2many
plscr3b,Plscr3,ortholog_many2many
hnrnpub,Hnrnpu,ortholog_one2many
exosc1,Exosc1,ortholog_one2one
si:dkeyp-47f9.4,Clip4,ortholog_one2one
smim29,Smim29,ortholog_one2one
cd248b,Cd93,ortholog_one2many
znf654,Zfp654,ortholog_one2one
galnt2,Galnt2,ortholog_one2one
casp7,Casp7,ortholog_one2one
cd151l,Cd151,ortholog_one2many
si:ch211-285c6.4,Septin14,ortholog_many2many
ddx56,Ddx56,ortholog_one2one
prrc2a,Prrc2a,ortholog_one2one
prelp,Prelp,ortholog_one2one
psmb8a,Psmb8,ortholog_one2one
acot9.2,Acot10,ortholog_many2many
acot9.2,Acot9,ortholog_many2many
szrd1,Szrd1,ortholog_one2one
rgl1,Rgl1,ortholog_one2one
desi1b,Desi1,ortholog_one2many
si:zfos-1011f11.2,Ildr2,ortholog_one2many
dcp1b,Dcp1b,ortholog_one2one
thoc5,Thoc5,ortholog_one2one
cnot6a,Cnot6,ortholog_one2many
ptf1a,Ptf1a,ortholog_one2one
epb41l4b,Epb41l4b,ortholog_one2one
ptpra,Ptpra,ortholog_one2one
brinp3a.2,Brinp3,ortholog_one2one
bglap,Bglap2,ortholog_one2many
bglap,Bglap3,ortholog_one2many
bglap,Bglap,ortholog_one2many
rap2c,Rap2c,ortholog_one2one
cyp11a1,Cyp11a1,ortholog_one2many
tmem104,Tmem104,ortholog_one2one
sfxn5b,Sfxn5,ortholog_one2many
rbfox3a,Rbfox3,ortholog_one2many
pcsk5a,Pcsk5,ortholog_one2many
c1qa,C1qa,ortholog_one2one
capn3b,Capn3,ortholog_one2many
cyp2u1,Cyp2u1,ortholog_one2one
impdh2,Impdh2,ortholog_one2one
pdia4,Pdia4,ortholog_one2one
zic1,Zic1,ortholog_one2one
eps8b,Eps8l2,ortholog_one2many
lmna,Lmna,ortholog_one2one
rpl9,Rpl9-ps6,ortholog_one2many
rpl9,Rpl9,ortholog_one2many
ccdc137,Ccdc137,ortholog_one2one
dbx1a,Dbx1,ortholog_one2many
nfatc3a,Nfatc3,ortholog_one2one
rbbp5,Rbbp5,ortholog_one2one
rassf9,Rassf9,ortholog_one2one
METTL21C,Mettl21c,ortholog_one2many
gfpt2,Gfpt2,ortholog_one2one
si:ch73-308l14.2,Tcof1,ortholog_one2one
pole4,Pole4,ortholog_one2one
dennd5b,Dennd5b,ortholog_one2one
morc2,Morc2a,ortholog_one2many
morc2,Morc2b,ortholog_one2many
atxn2l,Atxn2l,ortholog_one2one
rergla,Rergl,ortholog_one2one
mcm3,Mcm3,ortholog_one2one
rbm8a,Rbm8a2,ortholog_one2many
rbm8a,Rbm8a,ortholog_one2many
si:ch1073-459j12.1,Aebp1,ortholog_one2many
si:ch73-281i18.3,Map7d1,ortholog_one2many
emc10,Emc10,ortholog_one2one
arih2,Arih2,ortholog_one2one
scamp3,Scamp3,ortholog_one2one
p3h4,P3h4,ortholog_one2one
fbxl15,Fbxl15,ortholog_one2one
soat1,Soat1,ortholog_one2one
panx1b,Panx1,ortholog_one2many
wbp2nl,Wbp2nl,ortholog_one2one
senp3b,Senp3,ortholog_one2many
b3gnt7l,B3gnt6,ortholog_many2many
tead3b,Tead3,ortholog_one2many
penkb,Penk,ortholog_one2many
atp2b1b,Atp2b1,ortholog_one2many
RAPGEF4,Rapgef4,ortholog_one2many
zbtb17,Zbtb17,ortholog_one2one
patj,Patj,ortholog_one2one
ctss1,Ctsf,ortholog_many2many
ctss1,Ctsw,ortholog_many2many
ctss1,Tinag,ortholog_many2many
snapc5,Snapc5,ortholog_one2one
si:ch211-147a11.3,A430005L14Rik,ortholog_one2one
suv39h1a,Suv39h1,ortholog_one2many
hoxd4a,Hoxd4,ortholog_one2one
tgm5l,Epb42,ortholog_many2many
tgm5l,Tgm7,ortholog_many2many
tgm5l,Tgm3,ortholog_many2many
tgm5l,Tgm5,ortholog_many2many
tgm5l,Tgm6,ortholog_many2many
spcs3,Spcs3,ortholog_one2many
spcs3,Arxes1,ortholog_one2many
spcs3,Arxes2,ortholog_one2many
gsdmea,Gsdme,ortholog_one2many
arpc4l,Arpc4,ortholog_one2many
mtmr9,Mtmr9,ortholog_one2one
chmp7,Chmp7,ortholog_one2one
abcc5,Abcc5,ortholog_one2one
trappc3,Trappc3,ortholog_one2one
galnt16,Galnt16,ortholog_one2one
zgc:153654,Ifi44l,ortholog_many2many
zgc:153654,Ifi44,ortholog_many2many
smarcb1b,Smarcb1,ortholog_one2many
hacl1,Hacl1,ortholog_one2one
abcc13,Abcc6,ortholog_one2many
rock2b,Rock2,ortholog_one2many
WDR31,Wdr31,ortholog_one2one
pabpn1,Pabpn1,ortholog_one2one
txnipb,Txnip,ortholog_one2many
fhdc3,Fhdc1,ortholog_one2many
clasrp,Clasrp,ortholog_one2one
slc18b1,Slc18b1,ortholog_one2one
mgat3a,Mgat3,ortholog_one2many
csad,Csad,ortholog_one2one
cfap52,Cfap52,ortholog_one2one
dhrs13a.3,Dhrs13,ortholog_one2many
epn1,Epn1,ortholog_one2many
gabbr2,Gabbr2,ortholog_one2many
aldh1l2,Aldh1l2,ortholog_one2one
bcat2,Bcat2,ortholog_one2one
mllt3,Mllt3,ortholog_one2one
gfm1,Gfm1,ortholog_one2one
tmem120b,Tmem120b,ortholog_one2one
tlx3b,Tlx3,ortholog_one2many
sh3gl1b,Sh3gl1,ortholog_one2many
nr2f2,Nr2f2,ortholog_one2one
coq8b,Coq8b,ortholog_one2one
edil3a,Edil3,ortholog_one2one
nudcd3,Nudcd3,ortholog_one2one
plvapb,Plvap,ortholog_one2many
tp63,Trp63,ortholog_one2one
si:ch211-162e15.3,Ncbp2as2,ortholog_one2one
nfyal,Nfya,ortholog_one2many
TST,Tst,ortholog_one2one
ifi35,Ifi35,ortholog_one2one
bbs7,Bbs7,ortholog_one2one
mrps24,Mrps24,ortholog_one2one
cdh29,Cdh3,ortholog_one2many
ddx20,Ddx20,ortholog_one2one
znhit1,Znhit1,ortholog_one2one
vgll2a,Vgll2,ortholog_one2one
caln1,Caln1,ortholog_one2many
tp73,Trp73,ortholog_one2one
hfm1,Hfm1,ortholog_one2one
prrx1b,Prrx1,ortholog_one2many
spic,Spic,ortholog_one2one
si:ch211-59o9.10,4930595M18Rik,ortholog_one2one
p2ry12,P2ry12,ortholog_one2one
rpl21,Rpl21,ortholog_one2one
scnm1,Scnm1,ortholog_one2one
snapc3,Snapc3,ortholog_one2one
npm1a,Npm1,ortholog_many2many
afap1l2,Afap1l2,ortholog_one2one
wdr17,Wdr17,ortholog_one2one
epyc,Epyc,ortholog_one2one
si:ch73-334d15.4,Kcnc2,ortholog_one2many
cnksr2a,Cnksr2,ortholog_one2many
igfbp3,Igfbp3,ortholog_one2one
ube2b,Ube2b,ortholog_one2one
stmn2b,Stmn2,ortholog_one2many
slc35f1,Slc35f1,ortholog_one2one
zic2a,Zic2,ortholog_one2many
hiat1b,Mfsd14a,ortholog_one2one
kalrnb,Kalrn,ortholog_one2many
zzef1,Zzef1,ortholog_one2one
taf2,Taf2,ortholog_one2one
si:ch211-194c3.5,Dnaaf9,ortholog_one2one
atp1b1b,Atp1b1,ortholog_one2many
gltpd2,Gltpd2,ortholog_many2many
gltpd2,Cptp,ortholog_many2many
tctex1d2,Dynlt2b,ortholog_one2one
dbr1,Dbr1,ortholog_one2one
hps1,Hps1,ortholog_one2one
st3gal7,6430550D23Rik,ortholog_many2many
ccdc167,Ccdc167,ortholog_one2one
rabgef1,Rabgef1,ortholog_one2one
chrna3,Chrna3,ortholog_one2one
myd88,Myd88,ortholog_one2one
asdurf,Asnsd1,ortholog_one2one
lamb1a,Lamb1,ortholog_one2many
rpp25l,Rpp25l,ortholog_one2one
tomm6,Tomm6,ortholog_one2one
bin3,Bin3,ortholog_one2one
aqp8b,Aqp5,ortholog_many2many
aqp8b,Aqp6,ortholog_many2many
furinb,Furin,ortholog_one2many
cfd,Cfd,ortholog_one2one
zgc:110626,Arrdc5,ortholog_many2many
ppp1r14aa,Ppp1r14a,ortholog_one2one
GANAB,Ganab,ortholog_one2many
slc13a4,Slc13a4,ortholog_one2one
med11,Med11,ortholog_one2one
dync1i1,Dync1i1,ortholog_one2many
slc25a25b,Slc25a25,ortholog_one2many
sptssb,Sptssb,ortholog_one2one
SSBP4,Ssbp4,ortholog_one2many
mvda,Mvd,ortholog_one2one
f7,F7,ortholog_one2many
hivep3a,Hivep3,ortholog_one2many
st3gal8,6430550D23Rik,ortholog_many2many
ephx4,Ephx4,ortholog_one2one
rnf145b,Rnf145,ortholog_one2many
erbin,Erbin,ortholog_one2one
nr2c2ap,Nr2c2ap,ortholog_one2one
adam11,Adam11,ortholog_one2one
glra4a,Glra4,ortholog_one2one
zbtb41,Zbtb41,ortholog_one2one
lyrm1,Lyrm1,ortholog_one2one
neu1,Neu1,ortholog_one2one
layna,Layn,ortholog_one2many
kctd6a,Kctd6,ortholog_one2many
ubl3a,Ubl3,ortholog_one2one
itpr1b,Itpr1,ortholog_one2many
si:ch73-54n14.2,Camkmt,ortholog_one2many
cyp4v8,Cyp4v3,ortholog_one2many
entpd5a,Entpd5,ortholog_one2many
adra1ba,Adra1b,ortholog_one2many
chst2b,Chst2,ortholog_one2many
dpp7,Dpp7,ortholog_one2one
ppm1nb,Ppm1m,ortholog_many2many
ppm1nb,Ppm1n,ortholog_many2many
ppm1nb,Ppm1j,ortholog_many2many
mapk4,Mapk4,ortholog_one2one
gja3,Gja3,ortholog_one2one
pbrm1,Pbrm1,ortholog_one2one
mfsd4b,Mfsd4b1,ortholog_one2many
mfsd4b,Mfsd4b4,ortholog_one2many
mfsd4b,Mfsd4b5,ortholog_one2many
si:dkey-260c8.8,Hrob,ortholog_one2one
pcf11,Pcf11,ortholog_one2one
ACBD3,Acbd3,ortholog_one2many
fam161b,Fam161b,ortholog_one2one
mrs2,Mrs2,ortholog_one2one
pex11a,Pex11a,ortholog_one2one
mgst1.2,Mgst1,ortholog_one2many
ect2,Ect2,ortholog_one2one
gnrhr4,Gnrhr,ortholog_one2many
si:ch211-191j22.7,Meiosin,ortholog_one2one
mtus1a,Mtus1,ortholog_one2many
cacna1c,Cacna1c,ortholog_one2one
wrn,Wrn,ortholog_one2one
sfrp1b,Sfrp1,ortholog_one2many
ovca2,Ovca2,ortholog_one2one
ipo8,Ipo8,ortholog_one2one
tmem151bb,Tmem151b,ortholog_one2many
harbi1,Harbi1,ortholog_one2one
pskh1,Pskh1,ortholog_one2one
vipr1b,Vipr1,ortholog_one2one
mrpl9,Mrpl9,ortholog_one2one
rnf165a,Ark2c,ortholog_one2many
si:dkey-285b23.4,Nxpe5,ortholog_one2many
slc34a1b,Slc34a1,ortholog_one2many
fam120c,Fam120c,ortholog_one2one
nln,Nln,ortholog_one2one
ndufa10,Ndufa10,ortholog_one2one
malt1,Malt1,ortholog_one2one
sv2a,Sv2a,ortholog_one2one
dnase1,Dnase1,ortholog_one2many
dnase1,Dnase1l2,ortholog_one2many
prickle3,Prickle3,ortholog_one2one
esd,Esd,ortholog_one2one
tent5bb,Tent5b,ortholog_many2many
ide,Ide,ortholog_one2one
cacna2d4a,Cacna2d4,ortholog_one2many
prph2a,Prph2,ortholog_one2many
tnnc2,Tnnc2,ortholog_one2many
asic1a,Asic1,ortholog_one2one
nebl,Lasp1,ortholog_one2many
pkp2,Pkp2,ortholog_one2one
wtap,Wtap,ortholog_one2one
map3k14a,Map3k14,ortholog_one2many
skor1b,Skor1,ortholog_one2many
si:zfos-1837d3.1,Sptbn1,ortholog_one2many
gpatch8,Gpatch8,ortholog_one2one
rpl36,Rpl36,ortholog_one2one
eef1e1,Eef1e1,ortholog_one2one
si:dkey-246g23.4,Slc16a11,ortholog_many2many
lifrb,Il2rg,ortholog_many2many
lifrb,Il6ra,ortholog_many2many
lifrb,Il12rb1,ortholog_many2many
lifrb,Osmr,ortholog_many2many
lifrb,Crlf2,ortholog_many2many
lifrb,Il27ra,ortholog_many2many
lifrb,Il23r,ortholog_many2many
pdgfab,Pdgfa,ortholog_one2many
hdac10,Hdac10,ortholog_one2one
nipal4,Nipal4,ortholog_one2one
rxrgb,Rxrg,ortholog_many2many
wnt7bb,Wnt7b,ortholog_one2many
stat5b,Stat5a,ortholog_many2many
stat5b,Stat5b,ortholog_many2many
si:dkey-7j14.6,Ms4a2,ortholog_many2many
si:dkey-7j14.6,Ms4a15,ortholog_many2many
si:dkey-7j14.6,Ms4a7,ortholog_many2many
si:dkey-7j14.6,Ms4a20,ortholog_many2many
si:dkey-7j14.6,Ms4a14,ortholog_many2many
si:dkey-7j14.6,Ms4a19,ortholog_many2many
si:dkey-7j14.6,Ms4a18,ortholog_many2many
si:dkey-7j14.6,Ms4a13,ortholog_many2many
si:dkey-7j14.6,Ms4a6c,ortholog_many2many
si:dkey-7j14.6,Ms4a6b,ortholog_many2many
si:dkey-7j14.6,Ms4a6d,ortholog_many2many
si:dkey-7j14.6,Ms4a1,ortholog_many2many
si:dkey-7j14.6,Ms4a5,ortholog_many2many
si:dkey-7j14.6,Ms4a10,ortholog_many2many
ankrd13a,Ankrd13a,ortholog_one2one
stk35,Stk35,ortholog_one2many
cyfip1,Cyfip1,ortholog_one2one
macroh2a2,Macroh2a2,ortholog_one2one
CDK18,Cdk18,ortholog_one2one
rgs13,Rgs13,ortholog_one2many
fgfr1a,Fgfr1,ortholog_one2many
fzd8a,Fzd8,ortholog_one2many
RAMP1,Ramp1,ortholog_one2one
znf330,Zfp330,ortholog_one2one
gpx9,Gpx1,ortholog_one2one
ANKFN1,Ankfn1,ortholog_one2one
fkbp14,Fkbp14,ortholog_one2one
her3,Hes3,ortholog_one2one
gnai3,Gnai1,ortholog_one2many
gnai3,Gnai3,ortholog_one2many
rab5ab,Rab5a,ortholog_one2many
igf2bp2b,Igf2bp2,ortholog_one2many
fahd1,Fahd1,ortholog_one2one
crybb2,Crybb2,ortholog_one2one
emg1,Emg1,ortholog_one2one
camkk1a,Camkk1,ortholog_one2many
stk38l,Stk38l,ortholog_one2one
fam207a,Slx9,ortholog_one2one
lipib,Lipi,ortholog_many2many
lipib,Pnlip,ortholog_many2many
slc6a16a,Slc6a21,ortholog_one2many
pde12,Pde12,ortholog_one2one
anks1ab,Anks1,ortholog_one2many
lrrtm4l1,Lrrtm4,ortholog_one2many
si:dkey-1c7.2,Fcamr,ortholog_one2many
tdh,Tdh,ortholog_one2one
pinx1,Pinx1,ortholog_one2one
jag2b,Jag2,ortholog_many2many
sars1,Sars,ortholog_one2one
cdc42ep4b,Cdc42ep4,ortholog_one2many
hsp90b1,Hsp90b1,ortholog_one2one
ezh1,Ezh1,ortholog_one2one
sept6,Septin6,ortholog_one2one
lnpk,Lnpk,ortholog_one2many
fancd2,Fancd2,ortholog_one2one
nkain4,Nkain4,ortholog_one2many
bbx,Bbx,ortholog_one2one
rock2bl,Rock2,ortholog_one2many
sema3e,Sema3e,ortholog_one2one
bach2b,Bach2,ortholog_one2one
utp23,Utp23,ortholog_one2one
prkacba,Prkaca,ortholog_many2many
prkacba,Prkacb,ortholog_many2many
smad1,Smad1,ortholog_one2one
si:ch73-92i20.1,Gab3,ortholog_one2many
vps45,Vps45,ortholog_one2one
nras,Nras,ortholog_one2one
cherp,Cherp,ortholog_one2one
rrad,Rrad,ortholog_one2one
tmem121b,Tmem121b,ortholog_one2one
ngdn,Ngdn,ortholog_one2one
STX3,Stx3,ortholog_one2many
kansl3,Kansl3,ortholog_one2one
filip1a,Filip1,ortholog_one2many
jmjd1cb,Jmjd1c,ortholog_one2one
acaa2,Acaa2,ortholog_one2many
slc22a6l,Slc22a8,ortholog_one2one
si:dkey-79f11.5,Ifi44l,ortholog_many2many
si:dkey-79f11.5,Ifi44,ortholog_many2many
taz,Tafazzin,ortholog_one2one
PRKAR2B,Prkar2b,ortholog_one2one
crk,Crk,ortholog_one2one
synpo2lb,Synpo2l,ortholog_one2many
pip5k1cb,Pip5k1c,ortholog_one2many
dynlrb2,Dynlrb2,ortholog_one2one
scamp5a,Scamp5,ortholog_one2many
mmab,Mmab,ortholog_one2one
chchd3b,Chchd3,ortholog_one2many
sestd1,Sestd1,ortholog_one2one
orai1b,Orai1,ortholog_one2many
lama1,Lama1,ortholog_one2one
aasdh,Aasdh,ortholog_one2one
DISP3,Disp3,ortholog_one2one
dusp23b,Dusp23,ortholog_one2many
smyd1a,Smyd1,ortholog_one2many
ppdpfa,Ppdpf,ortholog_one2many
tmem168a,Tmem168,ortholog_one2many
itpr2,Itpr2,ortholog_one2one
mt2,Mt4,ortholog_one2many
mt2,Mt1,ortholog_one2many
elovl1b,Elovl1,ortholog_one2many
tasorb,Tasor,ortholog_one2many
cdh1,Cdh3,ortholog_one2many
ephb1,Ephb1,ortholog_one2many
gpr85,Gpr85,ortholog_one2one
si:dkey-154p10.3,Zfp160,ortholog_many2many
si:dkey-154p10.3,Zfp92,ortholog_many2many
hepacama,Hepacam,ortholog_one2many
igsf10,Igsf10,ortholog_one2one
cmpk2,Cmpk2,ortholog_one2one
fhl5,Fhl5,ortholog_one2one
LRRTM4,Lrrtm4,ortholog_one2many
igfbp1b,Igfbp1,ortholog_one2many
xpo6,Xpo6,ortholog_one2one
gatm,Gatm,ortholog_one2one
rbpjl,Rbpjl,ortholog_one2one
jarid2b,Jarid2,ortholog_one2many
si:cabz01069582.1,P4ha3,ortholog_one2many
epb41a,Epb41,ortholog_one2one
cfl1,Cfl1,ortholog_one2one
ovol1b,Zfp770,ortholog_many2many
ovol1b,Zscan5b,ortholog_many2many
ovol1b,Zfp446,ortholog_many2many
ovol1b,Zfp369,ortholog_many2many
ovol1b,Zfp110,ortholog_many2many
ovol1b,Scand1,ortholog_many2many
ovol1b,Zkscan6,ortholog_many2many
ovol1b,Peg3,ortholog_many2many
ovol1b,Zfp174,ortholog_many2many
ovol1b,Zkscan17,ortholog_many2many
ovol1b,Zscan18,ortholog_many2many
ovol1b,Zfp641,ortholog_many2many
ovol1b,Zkscan2,ortholog_many2many
ovol1b,Zscan29,ortholog_many2many
ovol1b,Zfp202,ortholog_many2many
ovol1b,Zfp444,ortholog_many2many
ovol1b,Ovol3,ortholog_many2many
chrnb2,Chrnb2,ortholog_one2one
smtnl,Smtnl2,ortholog_one2one
prom1b,Prom1,ortholog_one2many
cabp1b,Cabp1,ortholog_one2many
snx27a,Snx27,ortholog_one2many
tm4sf18,Tm4sf1,ortholog_one2one
frmpd2,Frmpd2,ortholog_one2one
mef2aa,Mef2a,ortholog_one2one
xrcc3,Xrcc3,ortholog_one2one
she,She,ortholog_one2one
COQ10A,Coq10a,ortholog_one2one
slc35d1a,Slc35d1,ortholog_one2one
ints8,Ints8,ortholog_one2one
setd4,Setd4,ortholog_one2one
pip4k2aa,Pip4k2a,ortholog_one2many
trhra,Trhr,ortholog_one2many
dtx2,Dtx2,ortholog_one2one
tent2,Tent2,ortholog_one2one
myca,Bmyc,ortholog_many2many
myca,Myc,ortholog_many2many
gadd45ga,Gadd45g,ortholog_one2many
kif1b,Kif1b,ortholog_one2one
si:ch73-6k14.2,Depp1,ortholog_one2many
git1,Git1,ortholog_one2one
cyp2aa9,Cyp2j8,ortholog_many2many
cyp2aa9,Cyp2j6,ortholog_many2many
cyp2aa9,Cyp2j11,ortholog_many2many
cyp2aa9,Cyp2j5,ortholog_many2many
cyp2aa9,Cyp2j7,ortholog_many2many
cyp2aa9,Cyp2j12,ortholog_many2many
ccnjl,Ccnjl,ortholog_one2one
trpc1,Trpc1,ortholog_one2one
exoc6b,Exoc6b,ortholog_one2one
tmem98,Tmem98,ortholog_one2one
