Gene name,Tropical clawed frog gene name,Tropical clawed frog homology type
btaf1,btaf1,ortholog_one2one
mppe1,mppe1,ortholog_one2one
si:dkey-14d8.6,,ortholog_many2many
elp1,elp1,ortholog_one2one
ccdc28a,ccdc28a,ortholog_one2one
snap23.2,snap23,ortholog_one2many
paxip1,paxip1,ortholog_one2one
mcf2l2,mcf2l.2,ortholog_one2one
paqr3b,paqr3,ortholog_one2many
barx2,barx2,ortholog_one2one
mthfr,mthfr,ortholog_one2one
gramd1a,gramd1a,ortholog_one2one
mrps11,mrps11,ortholog_one2one
si:ch211-241e1.3,lama3,ortholog_one2many
mrpl37,mrpl37,ortholog_one2one
nrros,nrros,ortholog_one2one
cmah,cmahp,ortholog_one2one
copz2,copz2,ortholog_one2one
sult6b1,,ortholog_one2many
sult6b1,sult6b1.2,ortholog_one2many
sult6b1,sult6b1.5,ortholog_one2many
ankrd10b,ankrd10,ortholog_one2many
ubxn1,ubxn1,ortholog_one2one
noxa1,noxa1,ortholog_one2one
bora,bora,ortholog_one2one
ppih,ppih,ortholog_one2one
rpain,rpain,ortholog_one2one
flot1b,flot1,ortholog_one2many
sgf29,sgf29,ortholog_one2one
plscr3b,,ortholog_one2many
hnrnpub,hnrnpu,ortholog_one2many
exosc1,exosc1,ortholog_one2one
zgc:112433,,ortholog_many2many
zgc:112433,fut6.2,ortholog_many2many
zgc:112433,fut3,ortholog_many2many
zgc:112433,fut5,ortholog_many2many
zgc:112433,fut6,ortholog_many2many
si:dkeyp-47f9.4,clip4,ortholog_one2one
cd248b,CD93,ortholog_one2many
znf654,znf654,ortholog_one2one
galnt2,galnt2,ortholog_one2one
casp7,casp7,ortholog_one2one
cd151l,cd151,ortholog_one2many
si:ch211-285c6.4,,ortholog_many2many
ddx56,ddx56,ortholog_one2one
prrc2a,prrc2a,ortholog_one2one
prelp,prelp,ortholog_one2one
psmb8a,,ortholog_one2many
psmb8a,psmb8,ortholog_one2many
acot9.2,acot9,ortholog_one2many
szrd1,szrd1,ortholog_one2one
desi1b,desi1,ortholog_one2many
si:zfos-1011f11.2,ildr2,ortholog_one2many
dcp1b,dcp1b,ortholog_one2one
thoc5,thoc5,ortholog_one2one
ptf1a,ptf1a,ortholog_one2one
epb41l4b,epb41l4b,ortholog_one2one
ptpra,ptpra,ortholog_one2one
brinp3a.2,brinp3,ortholog_one2one
rap2c,rap2c,ortholog_one2one
cyp11a1,cyp11a1,ortholog_one2many
tmem104,tmem104,ortholog_one2one
ptenb,pten,ortholog_one2many
sfxn5b,sfxn5,ortholog_one2many
rbfox3a,rbfox3,ortholog_one2many
pcsk5a,pcsk5,ortholog_one2many
c1qa,c1qa,ortholog_one2one
capn3b,capn3,ortholog_one2many
cyp2u1,cyp21a2.1,ortholog_one2one
impdh2,impdh2,ortholog_one2one
pdia4,pdia4,ortholog_one2one
zic1,zic1,ortholog_one2one
eps8b,eps8l2,ortholog_one2many
lmna,lmna,ortholog_one2one
rpl9,rpl9,ortholog_one2one
ccdc137,ccdc137,ortholog_one2one
dbx1a,dbx1,ortholog_one2many
nfatc3a,nfatc3,ortholog_one2one
rbbp5,rbbp5,ortholog_one2one
rassf9,rassf9,ortholog_one2one
METTL21C,mettl21c,ortholog_one2many
gfpt2,gfpt2,ortholog_one2one
dennd5b,dennd5b,ortholog_one2one
morc2,morc2,ortholog_one2one
atxn2l,atxn2l,ortholog_one2one
si:ch211-106k21.5,lrrc32.2,ortholog_one2one
col5a3b,,ortholog_one2many
mcm3,zmcm3,ortholog_one2one
rbm8a,rbm8a,ortholog_one2one
si:ch1073-459j12.1,aebp1,ortholog_one2many
si:ch73-281i18.3,map7d1,ortholog_one2many
emc10,emc10,ortholog_one2one
arih2,arih2,ortholog_one2one
scamp3,scamp3,ortholog_one2one
p3h4,p3h4,ortholog_one2one
fbxl15,fbxl15,ortholog_one2one
si:dkey-172k15.3,,ortholog_many2many
soat1,soat1,ortholog_one2one
rpl22,rpl22,ortholog_one2one
panx1b,panx1,ortholog_one2many
wbp2nl,wbp2nl,ortholog_one2one
senp3b,senp3,ortholog_one2many
b3gnt7l,,ortholog_one2one
get1,get1,ortholog_one2one
penkb,penk,ortholog_one2many
atp2b1b,atp2b1,ortholog_one2many
RAPGEF4,rapgef4,ortholog_one2many
zbtb17,zbtb17,ortholog_one2one
patj,patj,ortholog_one2one
ctss1,ctsh,ortholog_many2many
ctss1,ctsl,ortholog_many2many
ctss1,,ortholog_many2many
ctss1,ctsw,ortholog_many2many
si:ch211-147a11.3,c1orf174,ortholog_one2one
suv39h1a,,ortholog_one2many
hoxd4a,HOXD4,ortholog_one2one
tgm5l,tgm3l.2,ortholog_many2many
tgm5l,tgm3l.5,ortholog_many2many
tgm5l,tgm3l.4,ortholog_many2many
tgm5l,epb42,ortholog_many2many
tgm5l,tgm3l.1,ortholog_many2many
tgm5l,tgm3l.7,ortholog_many2many
tgm5l,tgm5,ortholog_many2many
tgm5l,tgm6,ortholog_many2many
tgm5l,tgm3l.8,ortholog_many2many
spcs3,spcs3,ortholog_one2one
gsdmea,gsdme,ortholog_one2many
arpc4l,arpc4,ortholog_one2many
mtmr9,mtmr9,ortholog_one2one
chmp7,chmp7,ortholog_one2one
abcc5,abcc5,ortholog_one2one
trappc3,trappc3,ortholog_one2one
galnt16,galnt16,ortholog_one2one
vtg1,vtga2,ortholog_one2many
smarcb1b,smarcb1,ortholog_one2many
hacl1,colq,ortholog_one2one
abcc13,abcc6,ortholog_one2many
rock2b,rock2,ortholog_one2many
WDR31,,ortholog_one2one
exd3,exd3,ortholog_one2one
pabpn1,pabpn1,ortholog_one2one
txnipb,txnip,ortholog_one2many
fhdc3,,ortholog_one2many
clasrp,clasrp,ortholog_one2one
slc18b1,slc18b1,ortholog_one2one
si:dkey-12j5.1,,ortholog_one2one
mgat3a,mgat3,ortholog_one2many
csad,csad,ortholog_one2one
ano11,ano7,ortholog_one2one
cfap52,cfap52,ortholog_one2one
dhrs13a.3,dhrs13,ortholog_one2many
epn1,epn1,ortholog_one2many
znf1053,,ortholog_many2many
znf1053,MGC146893,ortholog_many2many
znf1053,znf84,ortholog_many2many
npm1b,npm1,ortholog_one2one
gabbr2,gabbr2,ortholog_one2many
aldh1l2,aldh1l2,ortholog_one2one
znf1042,,ortholog_many2many
znf1042,MGC146893,ortholog_many2many
znf1042,znf84,ortholog_many2many
bcat2,bcat2,ortholog_one2one
mllt3,mllt3,ortholog_one2one
adgre7,,ortholog_one2many
gfm1,gfm1,ortholog_one2one
tmem120b,tmem120b,ortholog_one2one
tlx3b,tlx3,ortholog_one2many
sh3gl1b,sh3gl1,ortholog_one2many
nr2f2,nr2f2,ortholog_one2one
coq8b,coq8b,ortholog_one2one
edil3a,edil3,ortholog_one2one
nudcd3,nudcd3,ortholog_one2one
tp63,tp63,ortholog_one2one
si:ch211-162e15.3,NCBP2AS2,ortholog_one2one
nfyal,nfya,ortholog_one2many
TST,tst,ortholog_one2many
TST,lim2,ortholog_one2many
si:ch211-226f6.1,,ortholog_many2many
ifi35,ifi35,ortholog_one2one
bbs7,bbs7,ortholog_one2one
mrps24,mrps24,ortholog_one2one
or136-1,,ortholog_many2many
ddx20,ddx20,ortholog_one2one
znhit1,znhit1,ortholog_one2one
vgll2a,vgll2,ortholog_one2one
caln1,caln1,ortholog_one2many
tp73,tp73,ortholog_one2one
hfm1,hfm1,ortholog_one2one
prrx1b,prrx1,ortholog_one2many
spic,SPIC,ortholog_one2one
col28a2a,,ortholog_one2many
si:ch211-59o9.10,rnf44,ortholog_one2one
p2ry12,p2ry12,ortholog_one2one
rpl21,rpl21,ortholog_one2one
or134-1,,ortholog_many2many
scnm1,scnm1,ortholog_one2one
snapc3,snapc3,ortholog_one2one
afap1l2,afap1l2,ortholog_one2one
wdr17,wdr17,ortholog_one2one
epyc,epyc,ortholog_one2one
si:ch73-334d15.4,kcnc2,ortholog_one2many
cnksr2a,cnksr2,ortholog_one2many
itih3b,itih4,ortholog_one2many
si:cabz01030277.1,parp14.3,ortholog_many2many
si:cabz01030277.1,,ortholog_many2many
ube2b,ube2b,ortholog_one2one
stmn2b,stmn2,ortholog_one2many
slc35f1,slc35f1,ortholog_one2one
zic2a,zic2,ortholog_one2many
hiat1b,mfsd14a,ortholog_one2one
kalrnb,kalrn,ortholog_one2many
zzef1,zzef1,ortholog_one2one
taf2,taf2,ortholog_one2one
ccr12a,,ortholog_many2many
ccr12a,ccr3,ortholog_many2many
si:ch211-194c3.5,dnaaf9,ortholog_one2one
atp1b1b,atp1b1,ortholog_one2many
gltpd2,gltpd2,ortholog_many2many
gltpd2,cptp,ortholog_many2many
tctex1d2,dynlt2b,ortholog_one2one
dbr1,dbr1,ortholog_one2one
hps1,hps1,ortholog_one2one
ccdc167,ccdc167,ortholog_one2one
rabgef1,rabgef1,ortholog_one2one
chrna3,,ortholog_one2one
myd88,myd88,ortholog_one2one
asdurf,asnsd1,ortholog_one2one
lamb1a,lamb1,ortholog_one2many
rpp25l,rpp25l,ortholog_one2one
tomm6,tomm6,ortholog_one2one
bin3,bin3,ortholog_one2one
aqp8b,aqp5,ortholog_many2many
aqp8b,aqp10,ortholog_many2many
furinb,furin,ortholog_one2many
cfd,cfd,ortholog_one2one
si:dkey-13n23.3,,ortholog_many2many
si:dkey-68l7.2,,ortholog_one2many
ppp1r14aa,ppp1r14a,ortholog_one2one
GANAB,ints5,ortholog_one2many
slc13a4,slc13a4,ortholog_one2one
si:ch211-212k18.7,omp,ortholog_one2one
med11,med11,ortholog_one2one
dync1i1,dync1i1,ortholog_one2many
slc25a25b,slc25a25,ortholog_one2many
sptssb,sptssb,ortholog_one2one
SSBP4,ssbp4,ortholog_one2many
mvda,mvd,ortholog_one2one
f7,f7,ortholog_one2many
hivep3a,hivep3,ortholog_one2many
ephx4,ephx4,ortholog_one2one
rnf145b,rnf145,ortholog_one2many
cax1,XB5937757 [provisional],ortholog_one2many
erbin,erbin,ortholog_one2one
nr2c2ap,nr2c2ap,ortholog_one2one
adam11,adam11,ortholog_one2one
zbtb41,zbtb41,ortholog_one2one
lyrm1,lyrm1,ortholog_one2one
neu1,neu1,ortholog_one2one
layna,layn,ortholog_one2many
kctd6a,kctd6,ortholog_one2many
ubl3a,ubl3,ortholog_one2one
itpr1b,itpr1,ortholog_one2many
cry4,cry4,ortholog_one2one
si:ch211-114c17.1,prpf39.2,ortholog_many2many
si:ch73-54n14.2,camkmt,ortholog_one2many
cyp4v8,cyp4v2.2,ortholog_one2many
entpd5a,entpd5,ortholog_one2many
zpax1,zpax,ortholog_one2many
adra1ba,adra1b,ortholog_one2many
chst2b,chst2,ortholog_one2many
ppm1nb,ppm1j,ortholog_many2many
mapk4,mapk4,ortholog_one2one
gja3,gja3,ortholog_one2one
pbrm1,pbrm1,ortholog_one2one
mfsd4b,mfsd4b,ortholog_one2one
si:dkey-260c8.8,hrob,ortholog_one2one
pcf11,pcf11,ortholog_one2one
ACBD3,acbd3,ortholog_one2many
fam161b,fam161b,ortholog_one2one
mrs2,mrs2,ortholog_one2one
pex11a,pex11a,ortholog_one2one
mgst1.2,mgst1,ortholog_one2many
ect2,ect2,ortholog_one2one
gnrhr4,gnrhr2,ortholog_one2one
zgc:165519,,ortholog_many2many
zgc:165519,fut6.2,ortholog_many2many
zgc:165519,fut3,ortholog_many2many
zgc:165519,fut5,ortholog_many2many
zgc:165519,fut6,ortholog_many2many
mtus1a,mtus1,ortholog_one2many
cacna1c,cacna1c,ortholog_one2one
wrn,wrn,ortholog_one2one
sfrp1b,sfrp1,ortholog_one2many
ovca2,ovca2,ortholog_one2one
ipo8,ipo8,ortholog_one2one
tmem151bb,,ortholog_one2many
harbi1,harbi1,ortholog_one2one
pskh1,pskh1,ortholog_one2one
vipr1b,vipr1,ortholog_one2one
mrpl9,MRPL9,ortholog_one2one
gpr174,gpr174,ortholog_one2one
rnf165a,rnf165,ortholog_one2many
si:dkey-285b23.4,nxpe3l.2,ortholog_many2many
si:dkey-285b23.4,,ortholog_many2many
si:dkey-285b23.4,nxpe3l.6,ortholog_many2many
fam120c,fam120c,ortholog_one2one
nln,maz,ortholog_one2one
ndufa10,ndufa10,ortholog_one2one
malt1,malt1,ortholog_one2one
sv2a,sv2a,ortholog_one2one
dnase1,dnase1l2,ortholog_one2one
prickle3,prickle3,ortholog_one2one
esd,esd,ortholog_one2one
tent5bb,tent5b,ortholog_many2many
ide,ide,ortholog_one2one
cacna2d4a,cacna2d4,ortholog_one2many
prph2a,prph2,ortholog_one2many
tnnc2,tnnc2,ortholog_one2many
nebl,lasp1,ortholog_one2many
pkp2,pkp2,ortholog_one2one
wtap,wtap,ortholog_one2one
map3k14a,map3k14,ortholog_one2many
skor1b,skor1,ortholog_one2many
zgc:194209,apmapl,ortholog_one2one
si:zfos-1837d3.1,sptbn1,ortholog_one2many
gpatch8,gpatch8,ortholog_one2one
rpl36,rpl36,ortholog_one2one
eef1e1,eef1e1,ortholog_one2one
lifrb,il6r,ortholog_many2many
lifrb,,ortholog_many2many
pdgfab,pdgfa,ortholog_one2many
hdac10,hdac10,ortholog_one2one
nipal4,nipal4,ortholog_one2one
rxrgb,rxrg,ortholog_many2many
stat5b,stat5b,ortholog_one2many
si:ch73-71c20.5,,ortholog_one2one
si:dkey-7j14.6,ms4a1,ortholog_one2many
ankrd13a,ankrd13a,ortholog_one2one
stk35,XB956055 [provisional:stk35],ortholog_one2many
cyfip1,cyfip1,ortholog_one2one
macroh2a2,macroh2a2,ortholog_one2one
CDK18,cdk18,ortholog_one2one
rgs13,rgs13,ortholog_one2many
sema3gb,sema3fl,ortholog_one2many
fgfr1a,fgfr1,ortholog_many2many
fgfr1a,fgfr4,ortholog_many2many
fzd8a,fzd8,ortholog_one2many
RAMP1,ramp1,ortholog_one2one
znf330,znf330,ortholog_one2one
hist2h3c,h3c14,ortholog_one2one
gpx9,gpx1,ortholog_one2one
ANKFN1,ANKFN1,ortholog_one2one
sgk2b,,ortholog_one2many
fkbp14,fkbp14,ortholog_one2one
her3,hes3,ortholog_one2one
gnai3,gnai1,ortholog_one2many
gnai3,gnai3,ortholog_one2many
ssuh2.2,XB5956430 [provisional:ssuh2],ortholog_many2many
ssuh2.2,,ortholog_many2many
rab5ab,rab5a,ortholog_one2many
fahd1,fahd1,ortholog_one2one
crybb2,crybb2,ortholog_one2one
emg1,emg1,ortholog_one2one
camkk1a,camkk1,ortholog_one2many
stk38l,stk38l,ortholog_one2one
fam207a,slx9,ortholog_one2one
slc6a16a,slc6a16,ortholog_one2many
pde12,pde12,ortholog_one2one
anks1ab,anks1a,ortholog_one2many
lrrtm4l1,lrrtm4,ortholog_one2many
si:dkey-1c7.2,,ortholog_many2many
si:dkey-1c7.2,pigr,ortholog_many2many
tdh,,ortholog_one2one
jag2b,jag2,ortholog_many2many
sars1,sars1,ortholog_one2one
cdc42ep4b,cdc42ep4,ortholog_one2many
hsp90b1,hsp90b1,ortholog_one2one
ezh1,ezh1,ortholog_one2one
sept6,septin6,ortholog_one2one
vtg5,vtga2,ortholog_one2many
lnpk,lnpk,ortholog_one2many
fancd2,fancd2,ortholog_one2one
nkain4,nkain4,ortholog_one2many
bbx,bbx,ortholog_one2one
rock2bl,rock2,ortholog_one2many
sema3e,sema3e,ortholog_one2one
zgc:153441,dhrsx,ortholog_one2many
bach2b,bach2,ortholog_one2one
utp23,utp23,ortholog_one2one
aspg,aspg,ortholog_one2one
smad1,smad1,ortholog_one2one
si:ch73-92i20.1,gab3,ortholog_one2many
vps45,vps45,ortholog_one2one
cherp,cherp,ortholog_one2one
rrad,rrad,ortholog_one2one
tmem121b,tmem121b,ortholog_one2one
ngdn,ngdn,ortholog_one2one
STX3,stx3,ortholog_one2many
kansl3,kansl3,ortholog_one2one
filip1a,filip1,ortholog_one2many
jmjd1cb,jmjd1c,ortholog_one2one
acaa2,acaa2,ortholog_one2many
mhc2dbb,XB5827395 [provisional],ortholog_one2many
slc22a6l,,ortholog_one2many
taz,tafazzin,ortholog_one2one
zgc:113333,hexdl,ortholog_one2one
crk,crk,ortholog_one2one
synpo2lb,synpo2l,ortholog_one2many
pip5k1cb,pip5k1c,ortholog_one2many
dynlrb2,dynlrb2,ortholog_one2one
scamp5a,scamp5.2,ortholog_one2many
mmab,mmab,ortholog_one2one
chchd3b,chchd3,ortholog_one2many
sestd1,sestd1,ortholog_one2one
orai1b,orai2,ortholog_one2many
lama1,lama1,ortholog_one2one
aasdh,aasdh,ortholog_one2one
DISP3,disp3.2,ortholog_one2one
dusp23b,dusp23,ortholog_one2one
smyd1a,smyd1,ortholog_one2many
ppdpfa,ppdpf,ortholog_one2many
si:dkey-12e7.1,XB5919442 [provisional],ortholog_one2one
tmem168a,tmem168,ortholog_one2many
itpr2,itpr2,ortholog_one2one
mt2,,ortholog_one2one
elovl1b,elovl1,ortholog_one2many
tasorb,tasor,ortholog_one2many
ephb1,ephb1,ortholog_one2many
gpr85,gpr85,ortholog_one2one
si:dkey-154p10.3,XB5799681 [provisional:znf26],ortholog_one2one
hepacama,hepacam,ortholog_one2many
igsf10,igsf10,ortholog_one2one
cmpk2,cmpk2,ortholog_one2one
fhl5,fhl5,ortholog_one2one
LRRTM4,lrrtm4,ortholog_one2many
cldnj,cldn3,ortholog_one2one
zgc:172128,,ortholog_many2many
zgc:172128,MGC146893,ortholog_many2many
zgc:172128,znf84,ortholog_many2many
igfbp1b,igfbp1,ortholog_one2many
xpo6,xpo6,ortholog_one2one
gatm,gatm,ortholog_one2one
jarid2b,jarid2,ortholog_one2many
si:cabz01069582.1,p4ha3,ortholog_one2many
si:dkey-242g16.2,ppp1r3c.2,ortholog_one2many
epb41a,epb41,ortholog_one2one
cfl1,cfl1,ortholog_one2one
chrnb2,chrnb2,ortholog_one2one
smtnl,smtnl2,ortholog_one2one
prom1b,prom1,ortholog_one2many
cabp1b,cabp1,ortholog_one2many
snx27a,snx27,ortholog_one2many
tm4sf18,tm4sf1,ortholog_one2one
mef2aa,mef2a,ortholog_one2one
xrcc3,xrcc3,ortholog_one2one
she,she,ortholog_one2one
COQ10A,coq10a,ortholog_one2one
slc35d1a,slc35d1,ortholog_one2one
ints8,ints8,ortholog_one2one
setd4,setd4,ortholog_one2one
pip4k2aa,pip4k2a,ortholog_one2many
b2ml,b2m,ortholog_one2many
trhra,trhr,ortholog_one2many
dtx2,uap1l1,ortholog_one2one
tent2,tent2,ortholog_one2one
myca,myc,ortholog_one2many
gadd45ga,gadd45g,ortholog_one2many
kif1b,kif1b,ortholog_one2one
git1,git1,ortholog_one2one
zgc:158862,,ortholog_one2many
trpc1,trpc1,ortholog_one2one
exoc6b,exoc6b,ortholog_one2one
tmem98,tmem98,ortholog_one2one
hip1rb,hip1r,ortholog_one2many
pi4kab,pi4ka,ortholog_one2many
irf2a,irf2,ortholog_one2one
dhtkd1,dhtkd1,ortholog_one2one
erbb2,erbb2,ortholog_one2one
ckap2l,ckap2l,ortholog_one2one
mrpl28,mrpl28,ortholog_one2one
flrt3,flrt3,ortholog_one2one
rnf103,chmp3,ortholog_one2one
abraxas1,abraxas1,ortholog_one2one
purg,,ortholog_one2one
poln,poln,ortholog_one2one
pdha1b,atg16l2,ortholog_one2many
gcnt7,gcnt7,ortholog_one2one
caska,cask,ortholog_one2many
prr18,PRR18,ortholog_one2one
dipk2ab,dipk2a,ortholog_one2many
btbd7,btbd7,ortholog_one2one
rdh14a,rdh14,ortholog_one2many
marcksa,marcks,ortholog_one2many
gemin8,gemin8,ortholog_one2one
p3h1,p3h1,ortholog_one2one
cnnm4b,cnnm4,ortholog_one2many
qpctlb,qpctl,ortholog_one2many
rtn4rl1a,rtn4rl1,ortholog_one2many
myom1a,myom1,ortholog_one2many
zgc:174353,rbbp6,ortholog_one2many
ctrb1,ctrb2,ortholog_one2many
ankrd39,sowahc,ortholog_one2many
ankrd39,ankrd39,ortholog_one2many
slc6a5,slc6a5,ortholog_one2one
fgf8a,fgf8,ortholog_one2many
plp2,plp2,ortholog_one2many
cap2,cap2,ortholog_one2one
ybx1,ybx1,ortholog_one2one
slc38a11,slc38a11,ortholog_one2one
dthd1,dthd1,ortholog_one2one
MZT1,mzt1,ortholog_one2one
myl6,myl6,ortholog_one2many
cand2,cand2,ortholog_one2one
ada,ada,ortholog_one2many
ada,ada.2,ortholog_one2many
adgrg4b,adgrg2,ortholog_one2one
NPC2,npc2,ortholog_one2many
bcar3,bcar3,ortholog_one2one
sorbs2a,sorbs2,ortholog_one2many
zbtb44,zbtb44,ortholog_one2one
zgc:174357,rbbp6,ortholog_one2many
zgc:136461,ctrb2,ortholog_one2many
ttc27,ttc27,ortholog_one2one
sccpdhb,sccpdh.2,ortholog_one2many
si:ch211-132g1.7,mcmbp,ortholog_one2many
snx18b,snx18,ortholog_one2many
stn1,stn1,ortholog_one2one
SLC16A6,slc16a6,ortholog_one2many
sacm1lb,sacm1l,ortholog_one2many
arl15b,arl15,ortholog_one2many
thbs1b,thbs1,ortholog_one2many
timm8a,TIMM8A,ortholog_one2one
thap4,stk25,ortholog_one2one
ftcd,ftcd,ortholog_one2one
pgrmc2,PGRMC2,ortholog_one2one
c1qc,C1QC,ortholog_one2one
nop58,nop58,ortholog_one2one
srgap1b,srgap1,ortholog_one2many
cox16,cox16,ortholog_one2one
lats1,lats1,ortholog_one2one
ift88,ift88,ortholog_one2one
sox7,sox7,ortholog_one2one
glcea,glce,ortholog_one2many
bptf,bptf,ortholog_one2one
kcng4a,kcng4,ortholog_one2many
AL935186.1,,ortholog_many2many
dok7,dok7,ortholog_one2many
herpud1,herpud1,ortholog_one2one
GARRE1,garre1,ortholog_one2many
cdca7b,cdca7l,ortholog_one2one
larp1b,larp1b,ortholog_one2one
il1rapl2,il1rapl2,ortholog_one2one
wnt9b,wnt9b,ortholog_one2one
emc8,emc8,ortholog_one2one
serpinb1l3,serpinb6,ortholog_many2many
serpinb1l3,serpinb10,ortholog_many2many
rpp14,rpp14,ortholog_one2one
asgrl1,,ortholog_one2many
asgrl1,clec4e,ortholog_one2many
asgrl1,asgr1,ortholog_one2many
asgrl1,clec4m,ortholog_one2many
hs6st1a,hs6st1,ortholog_one2many
mphosph10,mphosph10,ortholog_one2one
mllt11,mllt11,ortholog_one2one
tmc2a,,ortholog_many2many
npepps,npepps,ortholog_one2one
sf3b5,sf3b5,ortholog_one2one
mon2,ptpn3,ortholog_one2one
best4,best4,ortholog_one2one
nog3,nog,ortholog_one2many
il17a/f3,,ortholog_many2many
zgc:66472,znf574,ortholog_many2many
ppm1h,ppm1j,ortholog_many2many
ppm1h,ppm1h,ortholog_many2many
tecrb,tecr,ortholog_one2many
etaa1,etaa1,ortholog_one2many
grinab,grina,ortholog_one2many
ccdc88c,ccdc88c,ortholog_one2one
ercc3,ercc3,ortholog_one2one
rgma,rgma,ortholog_one2one
kel,mme,ortholog_one2one
itga2.2,extl3,ortholog_one2many
sft2d3,sft2d3,ortholog_one2one
ebf3a,ebf4,ortholog_one2many
gria2a,gria2,ortholog_one2many
zbtb22b,zbtb22,ortholog_one2many
vegfc,vegfc,ortholog_one2one
pitpnbl,pitpnb,ortholog_one2one
cdc16,cdc16,ortholog_one2one
zgc:158258,c1orf116,ortholog_one2many
si:dkeyp-53e4.1,,ortholog_many2many
si:dkeyp-53e4.1,MGC146893,ortholog_many2many
si:dkeyp-53e4.1,znf84,ortholog_many2many
efnb3a,efnb3,ortholog_one2many
im:7147486,zfp91,ortholog_one2many
acsf2,acsf2,ortholog_one2one
nlk2,nlk,ortholog_one2one
ubxn6,ubxn6,ortholog_one2one
st3gal5,st3gal5,ortholog_one2one
gabrb1,gabrb1,ortholog_one2one
scg2b,scg2,ortholog_one2one
rps10,rps10,ortholog_one2one
ppfia3,ppfia3,ortholog_one2one
rpl18a,rpl18a,ortholog_one2one
fbxo18,fbh1,ortholog_one2one
zgc:162472,bdp1,ortholog_one2many
tnfaip2b,tnfaip2,ortholog_one2many
itga1,itga1,ortholog_one2one
samd13,samd13,ortholog_one2one
dnah12,dnah12,ortholog_one2one
nkx2.4a,nkx2-4,ortholog_one2many
aak1a,aak1,ortholog_one2many
foxj1b,foxj1.2,ortholog_one2one
ywhae1,ywhae,ortholog_one2one
dock4b,dock4,ortholog_one2many
igsf21a,igsf21,ortholog_one2many
mettl27,mettl27,ortholog_one2one
zgc:172079,,ortholog_one2one
kcnq5a,kcnq5,ortholog_one2many
si:dkey-217l24.1,stk35,ortholog_one2many
her8a,hes6.2,ortholog_one2one
si:ch211-51h9.6,c22orf39,ortholog_one2one
qdprb1,qdpr,ortholog_one2many
mapk1,mapk1,ortholog_one2one
tmem170b,TMEM170B,ortholog_one2one
trnau1apa,trnau1ap,ortholog_one2one
otulinb,otulin,ortholog_one2many
cdkn1a,cdkn1a,ortholog_one2one
psip1a,psip1,ortholog_one2many
ubtd1b,ubtd1,ortholog_one2many
dnm1a,dnm1,ortholog_one2many
slc5a3b,SLC5A3,ortholog_one2many
sema6e,sema6c,ortholog_one2many
cyp2k20,cyp2w1,ortholog_one2many
asb14b,asb14,ortholog_one2many
fuca2,fuca2,ortholog_one2one
rp2,rp2,ortholog_one2one
ttll7,ttll7,ortholog_one2one
si:ch211-242b18.1,pde4dip,ortholog_one2one
rangap1a,rangap1,ortholog_one2many
si:dkey-50i6.5,c14orf28,ortholog_one2many
txlnbb,txlnb,ortholog_one2many
cp,cp,ortholog_one2one
mmp14a,mmp14,ortholog_one2many
angpt2a,angpt2,ortholog_one2one
ano2a,ano2,ortholog_one2many
si:dkeyp-3f10.11,,ortholog_many2many
snrpd1,snrpd1,ortholog_one2one
or137-1,,ortholog_many2many
ptgir,ptgir,ortholog_one2one
or137-6,,ortholog_many2many
msrb1b,msrb1,ortholog_one2one
dnd1,dnd1,ortholog_one2one
prdm1a,prdm1,ortholog_one2one
med20,med20,ortholog_one2one
macf1b,,ortholog_one2one
asb8,asb8,ortholog_one2one
bricd5,bricd5,ortholog_one2one
vcpkmt,vcpkmt,ortholog_one2one
rbp1.1,rbp1,ortholog_one2many
klhl36,klhl36,ortholog_one2one
gorab,gorab,ortholog_one2one
cdkn1cb,cdknx,ortholog_one2many
ptk2ba,ptk2b,ortholog_one2many
vps8,vps8,ortholog_one2one
polm,polm,ortholog_one2one
tp53bp2a,tp53bp2,ortholog_one2many
nck1b,nck1,ortholog_one2many
ccdc120,CCDC120,ortholog_one2many
krt94,krt70,ortholog_one2many
opn1sw1,opn1sw,ortholog_one2one
tmem199,tmem199,ortholog_one2one
ttc4,ttc4,ortholog_one2one
me1,me1,ortholog_one2many
rps15,rps15,ortholog_one2one
svopl,svopl,ortholog_one2one
myoz1a,myoz1,ortholog_one2many
si:ch1073-266p11.2,,ortholog_one2one
atp6v0e1,atp6v0e1,ortholog_one2one
auh,auh,ortholog_one2one
ccdc47,ccdc47,ortholog_one2one
si:dkey-1c11.1,draxin,ortholog_one2many
fbxl5,fbxl5,ortholog_one2one
pon2,pon2,ortholog_one2many
ugt2a4,ugt2a1,ortholog_one2many
kcnj3a,kcnj3,ortholog_one2one
vasnb,vasn,ortholog_one2many
srsf4,srsf4,ortholog_one2one
sh2d1aa,sh2d1a,ortholog_one2many
got1,got1,ortholog_one2one
ca12,ca12,ortholog_one2one
nupr1b,nupr1,ortholog_one2one
klhl22,klhl22,ortholog_one2one
mtmr3,mtmr3,ortholog_one2many
foxred1,foxred1,ortholog_one2one
rbfox1,rbfox1,ortholog_one2one
tbc1d31,tbc1d31,ortholog_one2one
mapk15,mapk15,ortholog_one2one
nipal3,nipal3,ortholog_one2one
ganab,ints5,ortholog_one2many
GPR161,gpr161,ortholog_one2many
thsd7aa,thsd7a,ortholog_one2many
dpysl5b,dpysl5,ortholog_one2many
colgalt2,colgalt2,ortholog_one2many
polr2f,polr2f,ortholog_one2one
