Gene name,Chicken gene name,Chicken homology type
si:dkey-103g5.3,,ortholog_many2many
rpp30,RPP30,ortholog_one2one
hspa9,HSPA9,ortholog_one2one
arhgap11a,ARHGAP11B,ortholog_one2one
fam102ba,EEIG2,ortholog_one2many
zranb3,ZRANB3,ortholog_one2one
MRPS12,MRPS12,ortholog_one2one
ncbp3,NCBP3,ortholog_one2one
eaf2,EAF2,ortholog_one2one
mgst2,MGST2,ortholog_one2one
grnb,,ortholog_one2one
atpaf2,ATPAF2,ortholog_one2one
anxa2b,ANXA2,ortholog_one2many
strip1,STRIP1,ortholog_one2one
pknox1.2,PKNOX1,ortholog_one2many
mecp2,MECP2,ortholog_one2one
stk24b,STK24,ortholog_one2many
fyna,FYN,ortholog_one2many
glyr1,GLYR1,ortholog_one2one
acadsb,ACADSB,ortholog_one2many
anxa5b,ANXA5,ortholog_one2many
gpr132b,GPR132,ortholog_one2one
kifbp,KIF1BP,ortholog_one2one
corin,CORIN,ortholog_one2one
sec63,SEC63,ortholog_one2one
nexn,NEXN,ortholog_one2one
sp3b,SP3,ortholog_one2many
twf2a,TWF2,ortholog_one2many
phyhiplb,PHYHIPL,ortholog_one2many
pm20d1.1,PM20D1,ortholog_one2many
mboat2b,MBOAT2,ortholog_one2many
hpxa,MMP10,ortholog_many2many
hpxa,MMP27,ortholog_many2many
hpxa,,ortholog_many2many
ela2l,CELA2A,ortholog_one2many
sh3rf1,SH3RF1,ortholog_one2one
intu,INTU,ortholog_one2one
rrbp1b,RRBP1,ortholog_one2many
esf1,ESF1,ortholog_one2one
lmnl3,,ortholog_one2one
vtg3,VTG1,ortholog_one2one
si:ch211-132p1.4,LECT2,ortholog_one2many
nkx6.3,NKX6-3,ortholog_one2one
lmnb1,LMNB1,ortholog_one2one
nr2c2,NR2C2,ortholog_one2one
ccdc43,CCDC43,ortholog_one2one
pik3ap1,PIK3AP1,ortholog_one2one
phgdh,PHGDH,ortholog_one2one
ulk2,ULK2,ortholog_one2one
adam17a,ADAM17,ortholog_one2many
glod4,GLOD4,ortholog_one2one
tmco4,TMCO4,ortholog_one2one
pigq,PIGQ,ortholog_one2one
stc1,STC1,ortholog_one2many
arhgef9b,ARHGEF9,ortholog_one2one
foxn4,FOXN4,ortholog_one2one
trim33,TRIM33,ortholog_one2one
kiaa1549lb,KIAA1549L,ortholog_one2many
acot8,ACOT8,ortholog_one2one
kcnk1b,KCNK7,ortholog_one2many
cbfb,CBFB,ortholog_one2one
dip2ca,DIP2C,ortholog_one2many
ndufs5,NDUFS5,ortholog_one2one
znf503,ZNF503,ortholog_one2one
commd2,COMMD2,ortholog_one2one
tmem41b,TMEM41B,ortholog_one2one
dclk3,DCLK3,ortholog_one2one
her9,HES4,ortholog_one2one
eda,EDA,ortholog_one2one
bcl6aa,BCL6,ortholog_one2many
st13,ST13P5,ortholog_one2one
acin1b,,ortholog_one2many
mmp17a,MMP17,ortholog_one2one
st8sia3,,ortholog_one2many
st8sia3,ST8SIA3,ortholog_one2many
tbxas1,TBXAS1,ortholog_one2one
disp2,DISP2,ortholog_one2one
ak7b,AK7,ortholog_one2many
pax9,PAX9,ortholog_one2one
igf1ra,IGF1R,ortholog_one2many
cdc42se2,CDC42SE2,ortholog_one2one
ddi2,DDI2,ortholog_one2one
slbp,SLBP,ortholog_one2one
pon3.2,PON1,ortholog_one2many
bbox1,BBOX1,ortholog_one2one
nvl,NVL,ortholog_one2one
hmgb1b,HMGB1,ortholog_one2many
lman2,LMAN2,ortholog_one2one
cxxc1b,,ortholog_one2one
pde5ab,PDE5A,ortholog_one2one
rnf144aa,RNF144A,ortholog_one2one
scdb,SCD,ortholog_one2many
atp6v1g1,ATP6V1G1,ortholog_one2one
gng12a,GNG12,ortholog_one2many
ephx2,EPHX2,ortholog_one2one
tacr1b,TACR1,ortholog_one2many
tcerg1a,TCERG1,ortholog_one2one
vipas39,VIPAS39,ortholog_one2one
tpd52l2a,TPD52L2,ortholog_one2many
si:ch73-376l24.3,TTF1,ortholog_one2many
bfsp2,BFSP2,ortholog_one2one
lsp1b,LSP1P1,ortholog_one2many
atp2b1a,ATP2B1,ortholog_one2many
mettl3,METTL3,ortholog_one2one
s100a10a,,ortholog_many2many
s100a10a,S100A4,ortholog_many2many
efna2a,EFNA2,ortholog_one2many
rundc3aa,RUNDC3A,ortholog_one2many
nkx2.1,NKX2-1,ortholog_one2one
si:dkey-112g5.12,HTRA2,ortholog_one2many
sptlc1,SPTLC1,ortholog_one2one
susd4,SUSD4,ortholog_one2one
gdpd4b,GDPD4,ortholog_one2many
mcf2lb,MCF2L,ortholog_one2many
myt1a,MYT1,ortholog_one2many
slc66a1,PQLC2,ortholog_one2one
taf5l,TAF5L,ortholog_one2one
snx20,SNX20,ortholog_one2one
tmem243a,TMEM243,ortholog_one2many
slc6a17,SLC6A17,ortholog_one2one
slka,SLK,ortholog_one2many
galcb,GALC,ortholog_one2many
c6,C6,ortholog_one2many
chrnb4,CHRNB4,ortholog_one2one
inab,INA,ortholog_one2many
emc2,EMC2,ortholog_one2one
thpo,THPO,ortholog_one2one
zmat3,ZMAT3,ortholog_one2one
pcdh1b,PCDH1,ortholog_one2many
ankfy1,ANKFY1,ortholog_one2one
ido1,,ortholog_one2one
mad2l1,MAD2L1,ortholog_one2one
pus7,PUS7,ortholog_one2one
adipor2,ADIPOR2,ortholog_one2one
nr1h5,NR1I3,ortholog_many2many
nr1h5,,ortholog_many2many
cish,CISH,ortholog_one2many
xaf1,,ortholog_one2one
msantd1,MSANTD1,ortholog_one2one
rad51b,RAD51B,ortholog_one2one
rab15,RAB15,ortholog_one2one
macc1,MACC1,ortholog_one2one
dnmbp,DNMBP,ortholog_one2one
myca,MYC,ortholog_one2many
nup133,NUP133,ortholog_one2one
esr2b,ESR2,ortholog_one2many
nifk,NIFK,ortholog_one2one
hyal2b,HYAL2,ortholog_one2many
trim66,TRIM66,ortholog_one2one
xbp1,XBP1,ortholog_one2one
wls,WLS,ortholog_one2one
iqcc,IQCC,ortholog_one2one
got1,GOT1,ortholog_one2one
znf532,,ortholog_one2many
fktn,FKTN,ortholog_one2one
mfsd13a,MFSD13A,ortholog_one2one
mdm1,MDM1,ortholog_one2one
kmt2ca,KMT2C,ortholog_one2many
fbxo38,FBXO38,ortholog_one2one
eea1,EEA1,ortholog_one2one
myod1,MYOD1,ortholog_one2one
rap1gap2b,RAP1GAP2,ortholog_many2many
adrb3b,ADRB3,ortholog_one2many
fam184a,FAM184A,ortholog_one2many
gemin4,GEMIN4,ortholog_one2one
dip2ba,DIP2B,ortholog_one2many
usp10,USP10,ortholog_one2one
sh2d1aa,SH2D1A,ortholog_one2many
eef2k,EEF2K,ortholog_one2one
prlhr2b,PRLHRL,ortholog_one2many
si:dkey-112g5.15,HTRA2,ortholog_one2many
dhrs13b.1,,ortholog_one2many
fabp3,FABP3,ortholog_one2one
ndufaf5,NDUFAF5,ortholog_one2one
scml4,SCML4,ortholog_one2one
acbd6,ACBD6,ortholog_one2one
socs1a,SOCS1,ortholog_one2one
gmds,GMDS,ortholog_one2one
TENM2,TENM2,ortholog_one2many
pmpcb,PMPCB,ortholog_one2one
si:dkey-112g5.11,HTRA2,ortholog_one2many
sfswap,SFSWAP,ortholog_one2one
rnf165b,RNF165,ortholog_one2many
wwtr1,WWTR1,ortholog_one2one
snx14,SNX14,ortholog_one2one
dhrs13b.2,,ortholog_one2many
atp1a3a,ATP2C2,ortholog_many2many
atp1a3a,ATP13A4,ortholog_many2many
atp1a3a,ATP13A5,ortholog_many2many
atp1a3a,ATP2B2,ortholog_many2many
ap2s1,AP2S1,ortholog_one2one
kcnk2a,KCNK2,ortholog_one2many
dcaf12,DCAF12L2,ortholog_one2one
CFAP77,CFAP77,ortholog_one2one
ccdc28b,CCDC28B,ortholog_one2one
sugct,SUGCT,ortholog_one2one
plpp1a,PLPP1,ortholog_one2many
srsf4,SRSF4,ortholog_one2one
xpo1b,XPO1,ortholog_one2many
rhobtb2a,RHOBTB2,ortholog_one2many
nf1b,NF1,ortholog_one2many
ror2,ROR2,ortholog_one2one
zfp36l1b,ZFP36L1,ortholog_one2many
lrch2,LRCH2,ortholog_one2one
plagx,ZNF770,ortholog_many2many
plagx,PLAGL2,ortholog_many2many
plagx,PLAGL1,ortholog_many2many
rpl27,RPL27,ortholog_one2one
tmem39b,TMEM39B,ortholog_one2one
ivns1abpa,IVNS1ABP,ortholog_one2many
si:dkey-243k1.3,K123,ortholog_one2many
ubap1,UBAP1,ortholog_one2one
zgc:110626,,ortholog_many2many
bdh1,,ortholog_one2one
HTRA2,HTRA2,ortholog_one2many
trim35-21,,ortholog_one2many
wnt11f2,WNT11B,ortholog_one2one
zhx2b,ZHX2,ortholog_one2many
si:rp71-1k13.6,FBXO44,ortholog_one2many
vasnb,VASN,ortholog_one2many
mtrex,SKIV2L2,ortholog_one2one
comtd1,COMTD1,ortholog_one2one
wnt2bb,WNT2B,ortholog_one2one
col14a1b,COL14A1,ortholog_one2many
tmem200b,TMEM200B,ortholog_one2one
elmo1,ELMO1,ortholog_one2many
gyg1b,GYG1,ortholog_one2many
cfd,CFD,ortholog_one2one
dnajc2,,ortholog_one2many
dnajc2,DNAJC2,ortholog_one2many
htr6,HTR6,ortholog_one2one
zbbx,,ortholog_one2one
ptprz1a,PTPRZ1,ortholog_one2many
si:ch211-194e18.2,PLD5,ortholog_one2one
zgc:136472,PDILT,ortholog_many2many
zgc:136472,PDIA2,ortholog_many2many
csnk1g2b,CSNK1G2,ortholog_one2many
chst10,CHST10,ortholog_one2one
si:ch73-106g13.1,CORO2A,ortholog_one2many
mocs1,MOCS1,ortholog_one2one
si:ch211-269e2.1,STAG3,ortholog_one2one
ing4,ING4,ortholog_one2one
pank4,PANK4,ortholog_one2one
MPC2,MPC2,ortholog_one2many
pthlhb,PTHLH,ortholog_one2many
phtf1,PHTF1,ortholog_one2one
egr3,EGR3,ortholog_one2one
zgc:172145,FTL,ortholog_one2one
tmpob,TMPO,ortholog_one2many
trim8b,TRIM8,ortholog_one2many
brf2,BRF2,ortholog_one2many
trappc6b,TRAPPC6A,ortholog_one2one
omga,OMG,ortholog_one2many
moto,MEIOC,ortholog_one2one
si:ch211-145b13.6,ART7B,ortholog_many2many
si:ch211-145b13.6,,ortholog_many2many
si:ch211-145b13.6,ART7C,ortholog_many2many
si:ch211-145b13.6,ART1L2,ortholog_many2many
si:ch211-145b13.6,ART1L3,ortholog_many2many
si:ch211-145b13.6,ART5,ortholog_many2many
si:ch211-145b13.6,ART4,ortholog_many2many
bcl7bb,BCL7B,ortholog_one2many
fam163ba,FAM163B,ortholog_one2many
eif3ha,EIF3H,ortholog_one2many
furinb,FURIN,ortholog_one2many
ENKD1,ENKD1,ortholog_one2one
fam49bb,FAM49B,ortholog_one2many
dtx4a,DTX4,ortholog_one2many
bicd2,BICD2,ortholog_one2many
rassf7b,RASSF7,ortholog_one2many
rnf19b,RNF19B,ortholog_one2one
polr2a,POLR2A,ortholog_one2one
aqp8b,AQP5,ortholog_many2many
aqp8b,AQP10,ortholog_many2many
si:ch211-145b13.5,KCNIP4,ortholog_one2many
anos1a,ANOS1,ortholog_one2many
nadk2,NADK2,ortholog_one2one
r3hdm1,R3HDM1,ortholog_one2one
sim1a,SIM1,ortholog_one2many
rplp1,RPLP1,ortholog_one2one
nid2b,NID2,ortholog_one2many
asb12b,ASB12,ortholog_one2many
pfkfb2b,PFKFB2,ortholog_one2many
hecw1b,HECW1,ortholog_one2many
slc7a11,,ortholog_many2many
slc7a11,SLC7A13,ortholog_many2many
slc7a11,SLC7A11,ortholog_many2many
hemk1,HEMK1,ortholog_one2one
si:ch73-376l24.4,TTF1,ortholog_one2many
bin3,BIN3,ortholog_one2one
mmp24,MMP24,ortholog_one2one
dpy19l1l,DPY19L1,ortholog_one2one
pif1,PIF1,ortholog_one2one
msnb,MSN,ortholog_one2many
abtb2b,ABTB2,ortholog_one2many
zc3h11a,ZC3H11A,ortholog_one2one
ndufb2,NDUFB2,ortholog_one2one
trpc4a,TRPC4,ortholog_one2many
abhd14a,ABHD14A,ortholog_one2one
dazap1,DAZAP1,ortholog_one2one
khdrbs1a,KHDRBS1,ortholog_one2many
atxn7l1,ATXN7L1,ortholog_one2one
gstt1a,GSTT1L,ortholog_one2many
slc16a13,SLC16A13,ortholog_one2one
fgfrl1a,FGFRL1,ortholog_one2one
clec16a,CLEC16A,ortholog_one2one
eps8l3a,EPS8L3,ortholog_one2many
trim35-25,,ortholog_one2many
trmt2b,TRMT2B,ortholog_one2one
znf800b,ZNF800,ortholog_one2many
ivns1abpb,IVNS1ABP,ortholog_one2many
tyrp1b,TYRP1,ortholog_one2many
syap1,SYAP1,ortholog_one2one
pdcd4a,,ortholog_one2one
kpna6,KPNA6,ortholog_one2one
rbx1,RBX1,ortholog_one2one
cmya5,,ortholog_one2one
gpat4,GPAT4,ortholog_one2one
mcm9,MCM9,ortholog_one2one
uprt,UPRT,ortholog_one2one
si:dkey-15j16.3,NECTIN1,ortholog_one2many
grid1a,GRID1,ortholog_one2many
polr2l,POLR2L,ortholog_one2one
gpr158b,GPR158,ortholog_one2many
si:dkey-33c12.11,HTRA2,ortholog_one2many
slc31a1,SLC31A1,ortholog_one2one
add1,ADD1,ortholog_one2one
fzd2,FZD2,ortholog_one2one
FP325123.1,HIST1H3H,ortholog_one2one
ripor2,FAM65B,ortholog_one2one
gadd45gip1,GADD45GIP1,ortholog_one2one
gpr18,GPR18,ortholog_one2one
rsl1d1,RSL1D1,ortholog_one2one
sltm,SLTM,ortholog_one2one
nxn,NXN,ortholog_one2one
dusp19b,DUSP19,ortholog_one2many
clybl,CLYBL,ortholog_one2one
si:dkey-165n16.1,,ortholog_one2one
nexmifa,KIAA2022,ortholog_one2many
zgpat,ZGPAT,ortholog_one2one
tmem168b,TMEM168,ortholog_one2many
dexi,DEXI,ortholog_one2one
tent2,TENT2,ortholog_one2one
slc25a3b,SLC25A3,ortholog_one2many
zgc:153722,FBXO44,ortholog_one2many
stx2b,STX2,ortholog_one2many
fam160a2,FHIP1B,ortholog_one2one
swt1,SWT1,ortholog_one2one
her4.1,HEYL,ortholog_many2many
dtx2,DTX2,ortholog_one2one
mapk6,MAPK4,ortholog_one2one
si:ch211-71m22.5,PLSCR5,ortholog_many2many
tomm6,TOMM6,ortholog_one2one
tcf7,TCF7,ortholog_one2one
pop5,POP5,ortholog_one2one
asap1b,ASAP1,ortholog_one2many
cgna,CGN,ortholog_one2many
tecrl2b,,ortholog_one2many
her4.4,HEYL,ortholog_many2many
slc24a3,SLC24A3,ortholog_one2one
hpse2,HPSE2,ortholog_one2one
her4.3,HEYL,ortholog_many2many
kcnq4,KCNQ4,ortholog_one2one
prdx3,PRDX3,ortholog_one2one
spata20,SPATA20,ortholog_one2one
rpp25l,RPP25L,ortholog_one2one
gpr183a,GPR183,ortholog_one2many
tspo,TSPO2,ortholog_one2one
si:ch211-214j24.14,BCL2L13,ortholog_one2many
slc38a7,SLC38A7,ortholog_one2one
nfixb,NFIX,ortholog_one2many
rpusd2,RPUSD2,ortholog_one2one
si:ch211-184m13.4,,ortholog_one2one
her4.2,HEYL,ortholog_many2many
spon1a,SPON1,ortholog_one2one
lamb1a,LAMB1,ortholog_one2many
mybpc2b,MYBPC2,ortholog_one2one
ttc12,,ortholog_one2one
habp2,PRSS55,ortholog_many2many
ipo7,IPO7,ortholog_one2one
uqcc2,C26H6ORF125,ortholog_one2one
si:dkey-19p15.4,HTRA2,ortholog_one2many
srsf6b,SRSF6,ortholog_one2many
ptx3b,PTX3,ortholog_one2many
tmod4,TMOD4,ortholog_one2one
tk1,TK1,ortholog_one2one
anks1aa,ANKS1A,ortholog_one2many
asdurf,ASNSD1,ortholog_one2one
SIKE1,SIKE1,ortholog_one2one
slc25a38b,SLC25A38,ortholog_one2many
nit2,NIT2,ortholog_one2one
dusp12,DUSP12,ortholog_one2one
ctnnd2b,,ortholog_many2many
agrn,AGRN,ortholog_one2one
arhgap17b,ARHGAP17,ortholog_one2many
cenpe,CENPE,ortholog_one2one
pcdh18b,PCDH18,ortholog_one2many
kcnc4,KCNC2,ortholog_one2many
kcns3b,KCNS3,ortholog_one2many
ifit8,IFIT5,ortholog_one2many
myd88,MYD88,ortholog_one2one
dstyk,DSTYK,ortholog_one2one
arhgap31,ARHGAP31,ortholog_one2one
ntpcr,NTPCR,ortholog_one2one
oga,MGEA5,ortholog_one2one
mylk5,,ortholog_one2one
si:dkey-22n8.3,ATP5PF,ortholog_one2many
zgc:110425,,ortholog_many2many
zgc:110425,HIST1H110,ortholog_many2many
zgc:110425,HIST1H101,ortholog_many2many
xkr9,XKR9,ortholog_one2one
npy4r,NPY5R,ortholog_one2one
swi5,SWI5,ortholog_one2one
dnajb12a,DNAJB12,ortholog_one2many
trhra,TRHR,ortholog_one2many
chrna3,CHRNA3,ortholog_one2one
cacna2d1a,CACNA2D1,ortholog_one2many
kdm7aa,KDM7A,ortholog_one2many
peak1,PEAK1,ortholog_one2one
chst6,CHST6,ortholog_one2one
hars,,ortholog_one2many
hars,HARS1,ortholog_one2many
abca1a,ABCA1,ortholog_one2many
slc25a51b,,ortholog_one2many
rbsn,RBSN,ortholog_one2one
palmdb,PALMD,ortholog_one2many
si:ch211-223p8.8,DUSP13A,ortholog_one2one
kidins220b,KIDINS220,ortholog_one2many
SLC4A5,SLC4A5,ortholog_one2many
frmpd1b,FRMPD1,ortholog_one2many
mindy2,FAM63B,ortholog_one2one
st6gal1,ST6GAL1,ortholog_one2one
b3gnt9,B3GNT9,ortholog_one2one
si:ch211-246e12.3,ARHGAP17,ortholog_one2many
en1b,EN1,ortholog_one2many
mpped1,MPPED1,ortholog_one2one
taf10,TAF10,ortholog_one2one
rap2b,RAP2B,ortholog_one2one
mrps25,MRPS25,ortholog_one2one
pard6gb,,ortholog_many2many
sgsm1b,SGSM1,ortholog_one2many
cltca,CLTC,ortholog_one2many
kcnip1b,KCNIP1,ortholog_one2many
snap91b,SNAP91,ortholog_one2many
si:ch211-202f3.3,CAPN14,ortholog_one2many
ube2q1,UBE2Q2,ortholog_one2many
hnrnpa1b,HNRNPA1,ortholog_one2one
rabgef1,RABGEF1,ortholog_one2one
pttg1,PTTG2,ortholog_one2one
cs,CS,ortholog_one2one
cldn23a,CLDN23,ortholog_one2many
ascc3,ASCC3,ortholog_one2one
parp12a,PARP12,ortholog_one2one
kcnj3a,KCNJ3,ortholog_one2one
atic,ATIC,ortholog_one2one
efcab1,CLXN,ortholog_one2one
dlgap2b,DLGAP2,ortholog_one2many
trim35-24,,ortholog_one2many
urod,UROD,ortholog_one2one
rgs2,RGS2,ortholog_one2one
lrp1ab,LRP1,ortholog_one2many
adcy6a,ADCY6,ortholog_one2many
tacc3,TACC3,ortholog_one2one
tnnc1b,TNNC1,ortholog_one2one
ugt2a4,,ortholog_one2many
fgfbp2b,FGFBP2,ortholog_one2many
cldn23b,CLDN23,ortholog_one2many
meis2a,MEIS2,ortholog_one2one
znrf3,ZNRF3,ortholog_one2one
si:dkey-15j16.6,NECTIN1,ortholog_one2many
dusp13a,DUSP13B,ortholog_one2many
b4galt4,B4GALT4,ortholog_one2one
pfkfb4a,PFKFB4,ortholog_one2many
cep85l,CEP85L,ortholog_one2one
loxhd1b,LOXHD1,ortholog_one2many
rap1gap2a,RAP1GAP2,ortholog_many2many
pdlim3b,PDLIM3,ortholog_one2many
pom121,,ortholog_one2one
si:dkey-24f15.2,DUSP13B,ortholog_one2many
si:ch1073-153i20.5,,ortholog_one2many
fnbp1b,FNBP1,ortholog_one2many
ccr9a,CCR9,ortholog_one2many
madd,MADD,ortholog_one2one
lpp,LPP,ortholog_one2one
acap1,ACAP1,ortholog_one2one
bmpr1ab,BMPR1A,ortholog_one2many
zmynd10,ZMYND10,ortholog_one2one
sall1b,SALL1,ortholog_one2many
pdcd10b,PDCD10,ortholog_one2many
pon2,PON1,ortholog_one2many
oard1,OARD1,ortholog_one2one
rabggtb,RABGGTB,ortholog_one2one
hnrnpua,HNRNPU,ortholog_one2many
polr3c,,ortholog_one2one
tm4sf4,TM4SF4,ortholog_one2one
zcchc17,ZCCHC17,ortholog_one2one
MACIR,CZH5ORF30,ortholog_one2one
foxb2,FOXB2,ortholog_one2one
cttnbp2nlb,CTTNBP2NL,ortholog_one2many
lurap1,LURAP1,ortholog_one2one
p2ry1,P2RY1,ortholog_one2one
plcg1,PLCG1,ortholog_one2one
arf2b,MAP3K14,ortholog_one2many
elmo2,ELMO2,ortholog_one2one
golim4b,,ortholog_one2many
sh3gl3b,SH3GL3,ortholog_one2many
usp2a,USP2,ortholog_one2one
illr4,,ortholog_one2many
ccdc167,CCDC167,ortholog_one2one
igbp1,,ortholog_one2one
radil,RADIL,ortholog_one2one
CFAP96,CFAP96,ortholog_one2one
galnt13,GALNT13,ortholog_one2one
baz1b,BAZ1B,ortholog_one2one
naa40,NAA40,ortholog_one2many
psmc3,PSMC3,ortholog_one2one
rad21a,RAD21,ortholog_one2many
capza1b,CAPZA1,ortholog_one2many
c7b,C7,ortholog_one2many
katna1,KATNA1,ortholog_one2one
dnpep,DNPEP,ortholog_one2one
rbm48,RBM48,ortholog_one2one
si:rp71-62i8.1,FMN2,ortholog_one2many
gdf5,GDF5,ortholog_one2one
ttf1,TTF1,ortholog_one2many
tram1,TRAM1L1,ortholog_one2one
syngr2b,SYNGR2,ortholog_one2one
st3gal7,,ortholog_many2many
si:ch1073-153i20.4,,ortholog_many2many
si:ch1073-153i20.4,HIST1H110,ortholog_many2many
si:ch1073-153i20.4,HIST1H101,ortholog_many2many
rnd3a,RND3,ortholog_one2many
mnx2b,,ortholog_one2many
lyplal1,LYPLAL1,ortholog_one2one
sdsl,SDSL,ortholog_one2one
sdc4,SDC4,ortholog_one2one
nfil3,NFIL3,ortholog_one2one
spire2,SPIRE2,ortholog_one2one
mrpl41,MRPL41,ortholog_one2one
rin2,RIN2,ortholog_one2many
,HIST1H3H,ortholog_one2many
accs,,ortholog_many2many
si:ch211-130m23.2,,ortholog_many2many
si:ch73-376l24.6,TTF1,ortholog_one2many
fn1b,FN1,ortholog_one2many
hps1,HPS1,ortholog_one2one
fam131ba,FAM131B,ortholog_one2many
mmp11a,MMP11,ortholog_one2many
camsap1b,CAMSAP1,ortholog_one2many
fam169b,FAM169B,ortholog_one2one
ufm1,UFM1,ortholog_one2one
bmt2,BMT2,ortholog_one2one
si:ch211-1i11.3,MAP3K6,ortholog_one2one
ginm1,GINM1,ortholog_one2one
fastkd1,FASTKD1,ortholog_one2one
mapkap1,MAPKAP1,ortholog_one2one
slc16a9a,,ortholog_many2many
slc16a9a,SLC16A9,ortholog_many2many
SLC15A5,SLC15A5,ortholog_one2one
dbr1,DBR1,ortholog_one2one
fbxl5,FBXL5,ortholog_one2one
pip4k2aa,PIP4K2A,ortholog_one2many
ak2,AK2,ortholog_one2one
si:dkey-84o3.3,HTRA2,ortholog_one2many
si:dkey-1c11.1,DRAXIN,ortholog_one2many
pcdh10b,PCDH10,ortholog_one2many
p2rx8,P2RX5,ortholog_one2many
ptrh2,PTRH2,ortholog_one2one
kiaa1549la,KIAA1549L,ortholog_one2many
si:dkey-23a13.17,,ortholog_many2many
si:dkey-23a13.17,HIST1H110,ortholog_many2many
si:dkey-23a13.17,HIST1H101,ortholog_many2many
taf11,TAF11,ortholog_one2one
dph7,DPH7,ortholog_one2one
myo1ha,MYO1H,ortholog_one2many
olfml2a,OLFML2A,ortholog_one2many
march4l,MARCH4,ortholog_one2many
cnga4,CNGA4,ortholog_one2one
ube3c,UBE3C,ortholog_one2one
trmt1l,TRMT1L,ortholog_one2one
pnp5a,,ortholog_one2many
ankk1,ANKK1,ortholog_one2one
ecm1a,,ortholog_one2many
hnrnpa0a,HNRNPA3,ortholog_one2many
slc15a1b,SLC15A1,ortholog_one2many
kif20bb,KIF20B,ortholog_one2many
skp1,SKP1,ortholog_one2one
mbd1b,MBD2,ortholog_many2many
p2rx3b,P2RX3,ortholog_one2many
setd4,SETD4,ortholog_one2one
marcksb,MARCKS,ortholog_one2many
CR391986.1,ERICH1,ortholog_one2one
ubap2a,UBAP2,ortholog_many2many
ubap2a,UBAP2L2,ortholog_many2many
ints8,INTS8,ortholog_one2one
hmox2a,HMOX2,ortholog_one2many
cyb5d2,CYB5D2,ortholog_one2one
vdac2,VDAC2,ortholog_one2one
synpo2la,SYNPO2L,ortholog_one2many
mbip,MBIP,ortholog_one2one
abca3b,ABCA3,ortholog_one2one
slc35d1a,SLC35D1,ortholog_one2one
osbpl1a,OSBPL1A,ortholog_one2many
ola1,OLA1,ortholog_one2many
noxo1b,NOXO1,ortholog_one2many
alpk2,ALPK2,ortholog_one2one
si:ch73-368j24.11,,ortholog_many2many
si:ch73-368j24.11,HIST1H110,ortholog_many2many
si:ch73-368j24.11,HIST1H101,ortholog_many2many
hdac9b,HDAC9,ortholog_many2many
fntb,FNTB,ortholog_one2one
kcnn1a,KCNN1,ortholog_one2many
dpf2l,DPF2,ortholog_one2many
prdm13,PRDM13,ortholog_one2one
efhd2,EFHD2,ortholog_one2one
si:ch73-158p21.3,MHCY2B1,ortholog_many2many
si:ch73-158p21.3,,ortholog_many2many
si:ch73-158p21.3,BLB2,ortholog_many2many
si:ch73-158p21.3,BLB1,ortholog_many2many
si:ch73-158p21.3,MHCY2B2,ortholog_many2many
lhx4,LHX4,ortholog_one2one
ccdc47,CCDC47,ortholog_one2one
COQ10A,COQ10A,ortholog_one2one
gnpda2,GNPDA2,ortholog_one2one
she,SHE,ortholog_one2one
ubr2,UBR2,ortholog_one2one
card19,,ortholog_one2one
auh,AUH,ortholog_one2one
tlcd3ba,,ortholog_one2many
lmo4b,LMO4,ortholog_one2one
ppp1r3ab,PPP1R3A,ortholog_one2many
IYD,IYD,ortholog_one2one
lratd1,FAM84A,ortholog_one2one
wu:fc63a07,,ortholog_many2many
rad9a,RAD9A,ortholog_one2one
lamb4,LAMB4,ortholog_one2one
prtfdc1,,ortholog_many2many
prtfdc1,PRTFDC1,ortholog_many2many
rbm47,RBM47,ortholog_one2one
bbs2,BBS2,ortholog_one2one
xrcc3,XRCC3,ortholog_one2one
oser1,OSER1,ortholog_one2one
cdk8,CDK8,ortholog_one2one
itsn1,ITSN1,ortholog_one2one
tctex1d2,DYNLT2B,ortholog_one2one
dlgap2a,DLGAP2,ortholog_one2many
sdha,SDHA,ortholog_one2one
slit1a,SLIT1,ortholog_one2many
gltpd2,CPTP,ortholog_many2many
med22,MED22,ortholog_one2one
grm8a,GRM8,ortholog_one2many
adra1bb,ADRA1B,ortholog_one2many
RGS13,RGS13,ortholog_one2many
mef2aa,MEF2A,ortholog_one2one
atp6v0e1,ATP6V0E1,ortholog_one2one
si:ch1073-266p11.2,MAP10,ortholog_one2one
clasp1a,CLASP1,ortholog_one2one
gga3a,GGA3,ortholog_one2many
frmpd2,FRMPD2,ortholog_one2one
atp1b1b,ATP1B1,ortholog_one2many
ppl,PPL,ortholog_one2one
trmt10b,TRMT10B,ortholog_one2one
insm1b,INSM1,ortholog_one2many
syn2a,SYN2,ortholog_one2one
osbpl6,OSBPL6,ortholog_one2one
casq1b,CASQ1,ortholog_one2many
tm4sf18,TM4SF1,ortholog_one2one
si:dkey-16i5.8,,ortholog_one2many
rpl26,RPL26L1,ortholog_one2one
leo1,LEO1,ortholog_one2one
rsad2,RSAD2,ortholog_one2one
myoz1a,MYOZ1,ortholog_one2many
znf1145,,ortholog_one2many
mylk4b,MYLK4,ortholog_one2many
dagla,DAGLA,ortholog_one2one
trim35-23,,ortholog_one2many
ahcyl2a,AHCYL2,ortholog_one2many
opa3,OPA3,ortholog_one2one
hspa1b,HSPA2,ortholog_one2many
rp9,,ortholog_one2one
