Gene name,Mouse gene name,Mouse homology type
GJA4,Gja4,ortholog_one2one
SSBP3,Ssbp3,ortholog_one2one
Metazoa_SRP,,
Y_RNA,,
TRAF3IP3,Traf3ip3,ortholog_one2one
RGL1,Rgl1,ortholog_one2one
NME9,Nme9,ortholog_one2one
GJB3,Gjb3,ortholog_one2one
,,
,,
,,
GLT8D1,Glt8d1,ortholog_one2one
GJB4,Gjb4,ortholog_one2one
Metazoa_SRP,,
,,
DNAJC19,,
KCNA3,Kcna3,ortholog_one2one
EFCAB12,Efcab12,ortholog_one2one
GJB5,Gjb5,ortholog_one2one
MTMR11,Mtmr11,ortholog_one2one
WARS2,Wars2,ortholog_one2one
mml-mir-7177,,
KCNA2,Kcna2,ortholog_one2one
Metazoa_SRP,,
EPRS1,Eprs,ortholog_one2one
,,
mml-mir-552,,
SPCS1,Spcs1,ortholog_one2one
U6,Gm25705,ortholog_one2one
MEAF6,Meaf6,ortholog_one2one
,,
GPR171,Gpr171,ortholog_one2one
Metazoa_SRP,,
NIPAL3,Nipal3,ortholog_one2one
GAP43,Gap43,ortholog_one2one
,,
Y_RNA,,
P2RY14,P2ry14,ortholog_one2one
SF3B4,Sf3b4,ortholog_one2one
KCNA10,Kcna10,ortholog_one2one
,,
,,
H1-10,H1f10,ortholog_one2one
,,
GPR87,Gpr87,ortholog_one2one
,,
SPATA17,Spata17,ortholog_one2one
U6,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
C1H1orf74,A130010J15Rik,ortholog_one2one
,,
,,
NEK4,Nek4,ortholog_one2one
P2RY13,P2ry13,ortholog_one2one
,,
SPOCD1,Spocd1,ortholog_one2one
LMX1A,Lmx1a,ortholog_one2one
CRYGS,Crygs,ortholog_one2one
,,
,,
P2RY12,P2ry12,ortholog_one2one
IRF6,Irf6,ortholog_one2one
PROK1,Prok1,ortholog_one2one
C1H1orf94,CK137956,ortholog_one2one
,,
STPG1,Stpg1,ortholog_one2one
,,
HMCES,Hmces,ortholog_one2one
SACM1L,Sacm1l,ortholog_one2one
SV2A,Sv2a,ortholog_one2one
MRAS,Mras,ortholog_one2one
TBCCD1,Tbccd1,ortholog_one2one
Metazoa_SRP,,
,,
IGSF10,Igsf10,ortholog_one2one
TBX15,Tbx15,ortholog_one2one
UTP25,Utp25,ortholog_one2one
Metazoa_SRP,,
UBR4,Ubr4,ortholog_one2one
MRPL37,Mrpl37,ortholog_one2one
LAMTOR5,Lamtor5,ortholog_one2one
U1,Gm24030,ortholog_one2many
PIAS3,,
,,
CAP1,Cap1,ortholog_one2one
ZC3H12A,Zc3h12a,ortholog_one2one
MTR,Mtr,ortholog_one2one
ITIH1,Itih1,ortholog_one2one
RRP15,Rrp15,ortholog_one2one
BOLA1,Bola1,ortholog_one2one
GRHL3,Grhl3,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
SLC16A4,Slc16a4,ortholog_one2one
Metazoa_SRP,,
,,
,,
DNAJB11,Dnajb11,ortholog_one2one
H2AC21,H2ac21,ortholog_one2one
Metazoa_SRP,,
NUDT17,,
,,
CYB5RL,Cyb5rl,ortholog_one2one
H2AC20,H2ac20,ortholog_one2one
Metazoa_SRP,,
SETSIP,Set,ortholog_one2many
Metazoa_SRP,,
,Edf1,ortholog_one2one
,,
Metazoa_SRP,,
,,
CD200R1,Cd200r1,ortholog_many2many
CD200R1,Cd200r4,ortholog_many2many
CD200R1,Cd200r3,ortholog_many2many
CD200R1,Cd200r2,ortholog_many2many
TGFB2,Tgfb2,ortholog_one2one
ZBTB20,Zbtb20,ortholog_one2one
AADACL2,Aadacl2,ortholog_one2one
,,
SYT14,Syt14,ortholog_one2one
GRIK3,Grik3,ortholog_one2one
RXRG,Rxrg,ortholog_one2one
H4C14,,
AHSG,Ahsg,ortholog_one2one
RBM15,Rbm15,ortholog_one2one
,,
HSPG2,Hspg2,ortholog_one2one
CDCP2,Cdcp2,ortholog_one2one
,,
,,
AADAC,Aadac,ortholog_one2one
ESYT3,Esyt3,ortholog_one2one
POLR3C,Polr3c,ortholog_one2one
,,
COPG1,Copg1,ortholog_one2one
,,
APOBEC4,Apobec4,ortholog_one2one
,,
Metazoa_SRP,,
SPAG17,Spag17,ortholog_one2one
,,
MFSD2A,Mfsd2a,ortholog_one2one
Metazoa_SRP,,
SUCNR1,Sucnr1,ortholog_one2one
FETUB,Fetub,ortholog_one2one
H3C13,H3c6,ortholog_one2many
H3C13,H3c7,ortholog_one2many
H3C13,H3c2,ortholog_one2many
COLGALT2,Colgalt2,ortholog_one2one
,,
Metazoa_SRP,,
,,
H2BC18,H2bc18,ortholog_one2one
,,
Metazoa_SRP,,
CSMD2,Csmd2,ortholog_one2one
ACAD11,Acad11,ortholog_one2one
,,
mml-mir-4796,,
Metazoa_SRP,,
Metazoa_SRP,,
TCEANC2,Tceanc2,ortholog_one2one
U3,,
,,
Metazoa_SRP,,
HRG,Hrg,ortholog_one2one
,,
,,
CBLB,Cblb,ortholog_one2one
FCGR1A,Fcgr1,ortholog_one2one
,,
SERTAD4,Sertad4,ortholog_one2one
IFNLR1,Ifnlr1,ortholog_one2one
,,
SLC6A20,Slc6a20b,ortholog_one2many
SLC6A20,Slc6a20a,ortholog_one2many
TSEN15,Tsen15,ortholog_one2one
LRRC52,Lrrc52,ortholog_one2one
RNF115,Rnf115,ortholog_one2one
Y_RNA,,
CD200R1L,Cd200r1,ortholog_many2many
CD200R1L,Cd200r4,ortholog_many2many
CD200R1L,Cd200r3,ortholog_many2many
CD200R1L,Cd200r2,ortholog_many2many
,Gstt2,ortholog_one2many
,,
BRDT,Brdt,ortholog_one2one
DCLK3,Dclk3,ortholog_one2one
KCNC4,Kcnc4,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
,,
MGST3,Mgst3,ortholog_one2one
IL22RA1,Il22ra1,ortholog_one2one
,,
,,
Y_RNA,,
,,
,,
Y_RNA,,
,,
MYCL,Mycl,ortholog_one2one
ITIH3,Itih3,ortholog_one2one
CCDC80,Ccdc80,ortholog_one2one
mml-mir-569,,
Metazoa_SRP,,
TRANK1,Trank1,ortholog_one2one
TIGIT,Tigit,ortholog_one2one
,,
TRIM11,Trim11,ortholog_one2one
HHAT,Hhat,ortholog_one2one
U1,Gm24251,ortholog_one2many
Metazoa_SRP,,
CD160,Cd160,ortholog_one2one
,,
SLC6A17,Slc6a17,ortholog_one2one
,,
,,
,,
U6,,
U1,,
,Txn1,ortholog_one2many
,,
C1H1orf21,1700025G04Rik,ortholog_one2one
ADGRB2,Adgrb2,ortholog_one2one
CEP70,Cep70,ortholog_one2one
ALDH9A1,Aldh9a1,ortholog_one2one
U1,,
TMEM59,Tmem59,ortholog_one2one
LZTFL1,Lztfl1,ortholog_one2one
TRIT1,Trit1,ortholog_one2one
,,
TRIM17,Trim17,ortholog_one2one
CSF3R,Csf3r,ortholog_one2one
ACKR4,Ackr4,ortholog_one2one
U1,Gm24251,ortholog_one2many
U5,,
Y_RNA,,
DRD3,Drd3,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
WDR3,Wdr3,ortholog_one2one
ALX3,Alx3,ortholog_one2one
Metazoa_SRP,,
,,
PDZK1,Pdzk1,ortholog_one2one
,,
UBA5,Uba5,ortholog_one2one
EPM2AIP1,Epm2aip1,ortholog_one2one
MBNL1,Mbnl1,ortholog_one2one
Metazoa_SRP,,
U1,Gm23928,ortholog_one2one
MYOM3,Myom3,ortholog_one2one
ATP11B,Atp11b,ortholog_one2one
H3-4,H3f4,ortholog_one2one
U1,Gm24624,ortholog_one2one
TMCO1,Tmco1,ortholog_one2one
,,
Y_RNA,,
CCR9,Ccr9,ortholog_one2one
,,
KCNH1,Kcnh1,ortholog_one2one
ACTN2,Actn2,ortholog_one2one
MLH1,Mlh1,ortholog_one2one
,,
H2BC26,H2bc26-ps,ortholog_one2one
Y_RNA,,
,,
,,
UCK2,Uck2,ortholog_one2one
CNBP,Cnbp,ortholog_one2one
,,
EDEM3,Edem3,ortholog_one2one
SLC35A5,Slc35a5,ortholog_one2one
,,
,,
RNF187,,
TGFBR3,Tgfbr3,ortholog_one2one
ITPR1,Itpr1,ortholog_one2one
GPR89A,Gpr89,ortholog_one2one
,,
MRPS15,Mrps15,ortholog_one2one
QTRT2,Qtrt2,ortholog_one2one
U1,,
STRIP1,Strip1,ortholog_one2one
NPHP3,Nphp3,ortholog_one2one
5S_rRNA,,
FAM78B,Fam78b,ortholog_one2one
ITIH4,Itih4,ortholog_one2one
U1,,
5S_rRNA,n-R5s71,ortholog_one2one
5S_rRNA,,
Metazoa_SRP,,
5S_rRNA,,
U1,,
U6,,
PKLR,Pklr,ortholog_one2one
,,
,,
5S_rRNA,n-R5s162,ortholog_one2one
U1,Gm24251,ortholog_one2many
,,
U1,Gm24136,ortholog_one2one
5S_rRNA,Rn5s-ps1,ortholog_one2many
5S_rRNA,Gm23647,ortholog_one2many
PPIE,Ppie,ortholog_one2one
5S_rRNA,,
,,
5S_rRNA,n-R5s64,ortholog_one2many
,,
5S_rRNA,,
5S_rRNA,Gm56217,ortholog_one2one
SH3GLB1,Sh3glb1,ortholog_one2one
5S_rRNA,,
PLD1,Pld1,ortholog_one2one
U1,Gm24251,ortholog_one2many
POGK,Pogk,ortholog_one2one
5S_rRNA,Gm54769,ortholog_one2many
ISY1,Isy1,ortholog_one2one
5S_rRNA,,
PIK3CD,Pik3cd,ortholog_one2one
5S_rRNA,,
Metazoa_SRP,,
HCN3,Hcn3,ortholog_one2one
,,
FYCO1,Fyco1,ortholog_one2one
,,
5S_rRNA,,
CCDC191,Ccdc191,ortholog_one2one
,Lbh,ortholog_one2many
5S_rRNA,n-R5s64,ortholog_one2many
ALCAM,Alcam,ortholog_one2one
5S_rRNA,n-R5s136,ortholog_one2one
U7,,
,,
,,
5S_rRNA,,
5S_rRNA,,
U1,,
5S_rRNA,Gm55789,ortholog_many2many
5S_rRNA,Gm55573,ortholog_many2many
5S_rRNA,Gm55556,ortholog_many2many
5S_rRNA,n-R5s58,ortholog_many2many
5S_rRNA,Gm55381,ortholog_many2many
HPCAL4,Hpcal4,ortholog_one2one
RCOR3,Rcor3,ortholog_one2one
,,
5S_rRNA,,
LRRFIP2,Lrrfip2,ortholog_one2one
5S_rRNA,Gm55789,ortholog_many2many
5S_rRNA,Gm55573,ortholog_many2many
5S_rRNA,Gm55556,ortholog_many2many
5S_rRNA,n-R5s58,ortholog_many2many
5S_rRNA,Gm55381,ortholog_many2many
CLK2,Clk2,ortholog_one2one
5S_rRNA,,
,,
,,
NT5C1A,Nt5c1a,ortholog_one2one
5S_rRNA,,
ZDHHC23,Zdhhc23,ortholog_one2one
Metazoa_SRP,,
5S_rRNA,,
5S_rRNA,Gm56394,ortholog_one2many
5S_rRNA,Gm55865,ortholog_one2many
FAIM,Faiml,ortholog_one2many
FAIM,Faim,ortholog_one2many
OSCP1,Oscp1,ortholog_one2one
Metazoa_SRP,,
5S_rRNA,,
TADA1,Tada1,ortholog_one2one
GP9,Gp9,ortholog_one2one
5S_rRNA,Gm56162,ortholog_one2many
5S_rRNA,n-R5s64,ortholog_one2many
HEYL,Heyl,ortholog_one2one
,,
LDLRAD1,Ldlrad1,ortholog_one2one
5S_rRNA,,
5S_rRNA,Gm55607,ortholog_one2one
Metazoa_SRP,,
,,
5S_rRNA,,
SCAMP3,Scamp3,ortholog_one2one
DCUN1D1,Tes3-ps,ortholog_one2many
DCUN1D1,Dcun1d1,ortholog_one2many
,,
,,
,,
,,
GRAMD1C,Gramd1c,ortholog_one2one
,,
NIBAN1,Niban1,ortholog_one2one
U1,,
TRAF5,Traf5,ortholog_one2one
Metazoa_SRP,,
U4,Gm22479,ortholog_one2one
Metazoa_SRP,,
EFCC1,Efcc1,ortholog_one2one
U1,,
,,
U1,,
SNORA63,,
SRSF10,Srsf10,ortholog_one2one
LRRC42,Lrrc42,ortholog_one2one
LSM10,Lsm10,ortholog_one2one
,,
PABPC4,Pabpc4,ortholog_one2one
Metazoa_SRP,,
,,
,Timm50,ortholog_one2many
TMEM201,Tmem201,ortholog_one2one
ATG3,Atg3,ortholog_one2one
U2,,
ENTREP3,Entrep3,ortholog_one2one
,,
RD3,Rd3,ortholog_one2one
PNRC2,Pnrc2,ortholog_one2one
TMEM108,Tmem108,ortholog_one2one
AHCYL1,Ahcyl1,ortholog_one2one
,Clca3a1,ortholog_one2many
,Clca3b,ortholog_one2many
,Clca3a2,ortholog_one2many
,,
,,
,,
,,
CFAP92,Cfap92,ortholog_one2one
STK40,Stk40,ortholog_one2one
U7,,
,,
CXCR6,Cxcr6,ortholog_one2one
,,
IFT25,Hspb11,ortholog_one2one
SNORA55,Gm24620,ortholog_one2many
SNORA55,Gm25788,ortholog_one2many
SNORA55,Gm25370,ortholog_one2many
SNORA55,Gm22889,ortholog_one2many
SNORA55,Gm22154,ortholog_one2many
SNORA55,Gm23974,ortholog_one2many
,,
,,
SLC30A1,Slc30a1,ortholog_one2one
,,
BFSP2,Bfsp2,ortholog_one2one
,,
Metazoa_SRP,,
GBA1,Gba,ortholog_one2one
XCR1,Xcr1,ortholog_one2one
CLCA4,Clca4b,ortholog_one2many
CLCA4,Clca4a,ortholog_one2many
SNORA59A,,
,,
Metazoa_SRP,,
,,
CNR2,Cnr2,ortholog_one2one
EVA1B,Eva1b,ortholog_one2one
,,
CDC7,Cdc7,ortholog_one2one
,Bend2,ortholog_many2many
HEATR1,Heatr1,ortholog_one2one
,,
RNF2,Rnf2,ortholog_one2one
U3,,
FUCA1,Fuca1,ortholog_one2one
,,
SNORA70,,
MCCC1,Mccc1,ortholog_one2one
,,
CCR1,Ccr1l1,ortholog_one2many
CCR1,Ccr1,ortholog_one2many
,,
Metazoa_SRP,,
CD200,Cd200,ortholog_one2one
,,
Metazoa_SRP,,
PIK3CB,Pik3cb,ortholog_one2one
SH3D21,Sh3d21,ortholog_one2one
NEK2,Nek2,ortholog_one2one
Metazoa_SRP,,
CCR3,Ccr3,ortholog_one2one
,,
ATP6V1A,Atp6v1a,ortholog_one2many
,Mtx1,ortholog_one2many
,Pde4dip,ortholog_one2one
Metazoa_SRP,,
STIMATE,Stimate,ortholog_one2one
DIO1,Dio1,ortholog_one2one
CCR2,Ccr2,ortholog_one2one
ILDR2,Ildr2,ortholog_one2one
CDV3,Cdv3,ortholog_one2one
Y_RNA,,
,Mtx1,ortholog_one2many
TNFRSF1B,Tnfrsf1b,ortholog_one2one
HMGCL,Hmgcl,ortholog_one2one
ACAD9,Acad9,ortholog_one2one
,,
TRMT1L,Trmt1l,ortholog_one2one
,,
Metazoa_SRP,,
U1,Gm24200,ortholog_one2one
Y_RNA,,
,,
CCR5,Ccr5,ortholog_one2one
,,
,,
U6,Gm26008,ortholog_one2many
LPGAT1,Lpgat1,ortholog_one2one
,,
P2RY1,P2ry1,ortholog_one2one
,,
,Cadps,ortholog_one2one
U6,Gm54599,ortholog_one2one
CLCA1,Clca1,ortholog_one2one
,,
CSF1,Csf1,ortholog_one2one
SPSB1,Spsb1,ortholog_one2one
BPNT1,Bpnt1,ortholog_one2one
,,
HMGB4,Hmgb4,ortholog_one2one
U2,,
CCRL2,Ccrl2,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
,,
SEC22B,Sec22b,ortholog_one2one
,Bend2,ortholog_many2many
Metazoa_SRP,,
,,
THRAP3,Thrap3,ortholog_one2one
THBS3,Thbs3,ortholog_one2one
BTLA,Btla,ortholog_one2one
Metazoa_SRP,,
,,
DSCAM,Dscam,ortholog_one2one
NAA50,Naa50,ortholog_one2one
U6,,
,,
RAP2B,Rap2b,ortholog_one2one
Metazoa_SRP,,
TOPBP1,Topbp1,ortholog_one2one
HFM1,Hfm1,ortholog_one2one
GDAP2,Gdap2,ortholog_one2one
,,
Metazoa_SRP,,
IARS2,Iars2,ortholog_one2one
LAMP3,,
TNFRSF8,Tnfrsf8,ortholog_one2one
H6PD,H6pd,ortholog_one2one
RAB7A,Rab7,ortholog_one2one
ZSCAN20,Zscan20,ortholog_one2one
Metazoa_SRP,,
ZPLD1,Zpld1,ortholog_one2one
NDC1,Ndc1,ortholog_one2one
Metazoa_SRP,,
USF3,Usf3,ortholog_one2one
GALE,Gale,ortholog_one2one
SWT1,Swt1,ortholog_one2one
,,
SFMBT1,Sfmbt1,ortholog_one2one
FOXL2,Foxl2,ortholog_one2one
U5,,
U6,,
LTF,Ltf,ortholog_one2one
,Bend2,ortholog_many2many
GOLGA4,Golga4,ortholog_one2one
,,
HYI,,
FOXL2NB,,
U6,Gm24892,ortholog_one2many
U6,Gm24750,ortholog_one2many
,,
,,
,,
mml-mir-34a,Mir34a,ortholog_one2one
Y_RNA,,
SLC9C1,Slc9c1,ortholog_one2one
,,
Y_RNA,,
Metazoa_SRP,,
U1,Gm24251,ortholog_one2many
,,
Metazoa_SRP,,
,,
,,
,,
U8,,
GPR157,Gpr157,ortholog_one2one
MCF2L2,,
,Gm24252,ortholog_one2many
,Gm24338,ortholog_one2many
,Gm23012,ortholog_one2many
,Gm24918,ortholog_one2many
,Gm26147,ortholog_one2many
PHC2,Phc2,ortholog_one2one
PRR23A,Prr23a1,ortholog_many2many
PRR23A,Prr23a3,ortholog_many2many
PRR23A,Prr23a2,ortholog_many2many
PRR23A,7420426K07Rik,ortholog_many2many
MAEL,Mael,ortholog_one2one
Metazoa_SRP,,
U2,,
NOTCH2,Notch2,ortholog_one2one
,,
SIDT1,Sidt1,ortholog_one2one
Y_RNA,,
Metazoa_SRP,,
,,
,,
,Gm24454,ortholog_one2many
,,
EPS8L3,Eps8l3,ortholog_one2one
PRR23C,Prr23a1,ortholog_many2many
PRR23C,Prr23a3,ortholog_many2many
PRR23C,Prr23a2,ortholog_many2many
PRR23C,7420426K07Rik,ortholog_many2many
,Eef1d,ortholog_one2many
MIIP,Miip,ortholog_one2one
,,
ARHGEF26,Arhgef26,ortholog_one2one
INTS7,Ints7,ortholog_one2one
,,
,,
LYPLA2,Lypla2,ortholog_one2one
,,
,,
mml-mir-215,Mir215,ortholog_one2one
,,
5S_rRNA,,
PCP4,,
,,
mml-mir-194-1,Mir194-1,ortholog_one2one
,,
,,
RPN1,Rpn1,ortholog_one2one
MAP7D1,Map7d1,ortholog_one2one
,Gm23351,ortholog_many2many
,Gm23338,ortholog_many2many
,Gm24183,ortholog_many2many
,Gm22382,ortholog_many2many
GPA33,Gpa33,ortholog_one2one
,,
Y_RNA,,
SZT2,Szt2,ortholog_one2one
IGSF5,,
A3GALT2,A3galt2,ortholog_one2one
PCNT,Pcnt,ortholog_one2one
ODF2L,Odf2l,ortholog_one2one
Y_RNA,,
STYXL2,Dusp27,ortholog_one2one
MRPS22,Mrps22,ortholog_one2one
ZNF644,Zfp644,ortholog_one2one
,Impa1,ortholog_one2many
Y_RNA,,
GSTM3,Gstm5,ortholog_one2one
TENT5C,Tent5c,ortholog_one2one
LYST,Lyst,ortholog_one2one
DHX36,Dhx36,ortholog_one2one
PITHD1,Pithd1,ortholog_one2one
B3GALT5,B3galt5,ortholog_one2one
,,
,,
,,
ZNF362,Zfp362,ortholog_one2one
NXPE3,Nfkbiz,ortholog_one2one
RTP3,Rtp3,ortholog_one2one
SLC2A5,Slc2a5,ortholog_one2one
TMEM212,Tmem212,ortholog_one2one
IVNS1ABP,Ivns1abp,ortholog_one2one
mml-mir-4446,,
RAB3GAP2,Rab3gap2,ortholog_one2one
COL16A1,Col16a1,ortholog_one2one
MFN2,Mfn2,ortholog_one2one
GATA2,Gata2,ortholog_one2one
LRRC2,Lrrc2,ortholog_one2one
POU2F1,Pou2f1,ortholog_one2one
MAN1A2,Man1a2,ortholog_one2one
Metazoa_SRP,,
NEGR1,Negr1,ortholog_one2one
U6,,
COPB2,Copb2,ortholog_one2one
,,
ELOA,Eloa,ortholog_one2one
,Gm54509,ortholog_one2many
NR1D2,Nr1d2,ortholog_one2one
Metazoa_SRP,,
U7,,
U6,,
B3GNT5,B3gnt5,ortholog_one2one
SLC2A7,Slc2a7,ortholog_one2one
GLIS1,Glis1,ortholog_one2one
,,
SNORA63,Gm25852,ortholog_one2one
,Tdgf1,ortholog_one2one
KLHL6,Klhl6,ortholog_one2one
Metazoa_SRP,,
SPICE1,Spice1,ortholog_one2one
TRIM62,Trim62,ortholog_one2one
GET1,Sh3bgr,ortholog_one2one
COL24A1,,
EEFSEC,Eefsec,ortholog_one2one
DMRTB1,Dmrtb1,ortholog_one2one
Metazoa_SRP,,
U6,Gm22628,ortholog_one2many
Metazoa_SRP,,
,,
,,
TF,Trf,ortholog_one2one
FNDC3B,Fndc3b,ortholog_one2one
,,
CA6,Car6,ortholog_one2one
RFT1,Rft1,ortholog_one2one
GPR149,Gpr149,ortholog_one2one
FAM240A,Fam240a,ortholog_one2one
Metazoa_SRP,,
,,
Metazoa_SRP,,
,,
RPL15,Rpl15,ortholog_one2one
CEP97,Cep97,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
GSTM5,Gstm7,ortholog_one2one
C3H21orf58,2610028H24Rik,ortholog_one2one
VTCN1,Vtcn1,ortholog_one2one
Metazoa_SRP,,
U7,,
AZIN2,Azin2,ortholog_one2one
,,
,,
TRAPPC3,Trappc3,ortholog_one2one
Metazoa_SRP,,
Y_RNA,,
U6,,
,,
GCSAM,Gcsam,ortholog_one2one
,,
CD247,Cd247,ortholog_one2one
U6,Gm26439,ortholog_one2many
U6,Gm25268,ortholog_one2many
TRIM45,Trim45,ortholog_one2one
MACF1,Macf1,ortholog_one2one
,,
CD86,Cd86,ortholog_one2one
U6,Gm22960,ortholog_one2many
ALS2CL,Als2cl,ortholog_one2one
Metazoa_SRP,,
,,
NKIRAS1,Nkiras1,ortholog_one2one
RBP2,Rbp2,ortholog_one2one
YBEY,Ybey,ortholog_one2one
Metazoa_SRP,,
SRPRB,Srprb,ortholog_one2one
GHSR,Ghsr,ortholog_one2one
,Pef1,ortholog_one2many
RUVBL1,Ruvbl1,ortholog_one2one
C2H3orf52,BC016579,ortholog_one2one
LRP8,Lrp8,ortholog_one2one
TNFSF10,Tnfsf10,ortholog_one2one
TTF2,Ttf2,ortholog_one2one
HCRTR1,Hcrtr1,ortholog_one2one
,,
CREG1,Creg1,ortholog_one2one
CFAP44,Cfap44,ortholog_one2one
,Gm26047,ortholog_one2many
,Gm22711,ortholog_one2many
,Gm23786,ortholog_one2many
,Gm22711,ortholog_one2many
Metazoa_SRP,,
ITGA9,Itga9,ortholog_one2one
ZNHIT6,Znhit6,ortholog_one2one
HMCN1,Hmcn1,ortholog_one2one
RAB6B,Rab6b,ortholog_one2one
PLOD1,Plod1,ortholog_one2one
Y_RNA,,
PRKCD,Prkcd,ortholog_one2one
,Dnajc8,ortholog_one2many
Metazoa_SRP,,
RBP1,Nmnat3,ortholog_one2one
U2,,
TMPRSS7,Tmprss7,ortholog_one2one
,,
MME,Mme,ortholog_one2one
,,
AK2,Ak2,ortholog_one2one
MCM3AP,Mcm3ap,ortholog_one2one
,,
RPL24,,
mml-mir-942,,
SEC61A1,Sec61a1,ortholog_one2one
MUC1,Muc1,ortholog_one2many
NCEH1,Nceh1,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
U6,,
SLCO2A1,Slco2a1,ortholog_one2one
CD101,Cd101,ortholog_one2one
TAGLN3,Tagln3,ortholog_one2one
,St13,ortholog_one2many
YEATS2,Yeats2,ortholog_one2one
ENO1,Eno1b,ortholog_many2many
ENO1,Eno1,ortholog_many2many
,,
SERINC2,Tinagl1,ortholog_one2one
RCSD1,Rcsd1,ortholog_one2one
,,
ZBTB11,Zbtb11,ortholog_one2one
,,
,,
LCA5L,Lca5l,ortholog_one2one
CLSTN2,Clstn2,ortholog_one2one
,,
TMIE,,
ECT2,Ect2,ortholog_one2one
ABHD10,Abhd10,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
ZRANB2,Zranb2,ortholog_one2many
PTGFRN,Ptgfrn,ortholog_one2one
,,
SNORA36B,Snora36b,ortholog_one2one
,,
mml-mir-664,,
Y_RNA,,
Metazoa_SRP,,
mml-mir-186,Mir186,ortholog_one2one
RNF19B,Rnf19b,ortholog_one2one
Y_RNA,,
ADAM30,Adam30,ortholog_one2one
,Prss50,ortholog_one2one
U6,,
KBTBD12,Kbtbd12,ortholog_one2one
BOC,Boc,ortholog_one2one
CCN1,Ccn1,ortholog_one2one
U7,,
,,
PTGER3,Ptger3,ortholog_one2one
RYK,Ryk,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
SNORA72,,
Metazoa_SRP,,
,,
,,
,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
PCNP,Pcnp,ortholog_one2one
,Prss45,ortholog_one2one
,,
DDAH1,Ddah1,ortholog_one2one
,,
TRIM42,Trim42,ortholog_one2one
,,
CD2,Cd2,ortholog_one2one
Metazoa_SRP,,
CTDSPL,Ctdspl,ortholog_one2one
TMEM54,Tmem54,ortholog_one2one
REG4,Reg4,ortholog_one2one
GNG4,Gng4,ortholog_one2one
CTH,Cth,ortholog_one2one
SPATA16,Spata16,ortholog_one2one
,,
,Hmgn1,ortholog_one2many
,,
,,
MPZL1,Mpzl1,ortholog_one2one
TKT,Tkt,ortholog_one2one
,,
MARK1,Mark1,ortholog_one2one
MED8,Med8,ortholog_one2one
,,
,,
Metazoa_SRP,,
,,
,,
TRMT10C,Trmt10c,ortholog_one2one
LGALS8,Lgals8,ortholog_one2one
Metazoa_SRP,,
MGLL,Mgll,ortholog_one2one
AMPD2,Ampd2,ortholog_one2one
,Prss44,ortholog_one2one
,Srm,ortholog_one2many
AMOTL2,Amotl2,ortholog_one2one
LSS,Lss,ortholog_one2one
Y_RNA,,
HMGCS2,Hmgcs2,ortholog_one2one
PHLDB2,Phldb2,ortholog_one2one
STRIT1,,
,Ldc1,ortholog_one2one
,,
IGSF3,Igsf3,ortholog_one2one
,,
PRG4,Prg4,ortholog_one2one
mml-mir-6827,,
Metazoa_SRP,,
HPCA,Hpca,ortholog_one2one
,,
,,
Y_RNA,,
Metazoa_SRP,,
BCL10,Bcl10,ortholog_one2one
,,
,,
,Prss42,ortholog_one2one
mml-mir-26a-1,Mir26a-1,ortholog_one2one
ANKRD13C,Ankrd13c,ortholog_one2one
B3GALNT2,B3galnt2,ortholog_one2one
KIAA2013,2510039O18Rik,ortholog_one2one
GNAT2,Gnat2,ortholog_one2one
C1H1orf52,2410004B18Rik,ortholog_one2many
ANAPC13,Anapc13,ortholog_one2one
,,
ADCY10,Adcy10,ortholog_one2one
MYL3,Myl3,ortholog_one2one
,,
Metazoa_SRP,,
FNDC5,Fndc5,ortholog_one2one
,,
,,
CD58,,
U6,,
Metazoa_SRP,,
CZIB,Czib,ortholog_one2one
Metazoa_SRP,,
U5,,
VILL,Vill,ortholog_one2one
SLC25A36,,
MIR197,,
,,
C1H1orf115,C130074G19Rik,ortholog_one2one
SYDE2,Syde2,ortholog_one2one
U6,,
U5,,
,,
NLGN1,Nlgn1,ortholog_one2one
ABTB1,Abtb1,ortholog_one2one
Y_RNA,,
,,
SRSF11,Srsf11,ortholog_one2one
CDC20,Cdc20,ortholog_one2one
Metazoa_SRP,,
PTH1R,Pth1r,ortholog_one2one
U6,,
S100PBP,S100pbp,ortholog_one2one
GNAI3,Gnai3,ortholog_one2one
CEP63,Cep63,ortholog_one2one
ZCCHC17,Zcchc17,ortholog_one2one
MPC2,Mpc2,ortholog_one2one
,,
NPPB,Nppb,ortholog_one2one
MTARC2,Mtarc2,ortholog_one2one
DNAI3,Dnai3,ortholog_one2one
TPR,Tpr,ortholog_one2one
MPL,Mpl,ortholog_one2one
Metazoa_SRP,,
PODXL2,Podxl2,ortholog_one2one
